ID, gill attachment, gill spacing, gill size, gill color
5170,f,c,b,e
5171,f,c,b,p
5172,f,c,b,h
5173,f,c,b,h
5174,f,c,b,h
5175,f,c,b,h
5176,f,c,b,w
5177,f,c,b,e
5178,f,c,b,r
5179,f,w,n,w
5180,f,c,b,w
5181,f,c,b,h
5182,f,c,b,w
5183,f,c,b,g
5184,f,c,b,w
5185,f,c,b,p
5186,f,w,n,w
5187,f,c,n,b
5188,f,c,b,h
5189,f,c,n,h
5190,f,c,b,p
5191,f,c,b,w
5192,f,c,b,h
5193,f,c,n,b
5194,f,c,b,w
5195,f,c,n,b
5196,f,c,b,g
5197,f,c,b,h
5198,f,c,b,e
5199,f,c,b,h
5200,f,c,b,g
5201,f,c,b,g
5202,f,c,b,p
5203,f,c,n,b
5204,f,c,b,p
5205,f,c,b,h
5206,f,c,n,w
5207,f,c,b,w
5208,f,c,b,h
5209,f,c,n,b
5210,f,c,b,h
5211,f,c,b,e
5212,f,c,b,g
5213,f,c,n,b
5214,f,c,b,p
5215,f,c,b,h
5216,f,c,b,w
5217,f,c,b,w
5218,f,c,b,w
5219,f,c,n,b
5220,f,c,b,w
5221,f,c,b,g
5222,f,c,b,w
5223,f,c,b,p
5224,f,c,b,e
5225,f,c,n,w
5226,f,c,b,h
5227,f,c,n,b
5228,f,c,n,b
5229,f,c,b,w
5230,f,c,n,b
5231,f,c,b,w
5232,f,w,n,w
5233,f,c,b,h
5234,f,c,b,w
5235,f,c,b,p
5236,f,c,b,p
5237,f,c,b,w
5238,f,w,n,w
5239,f,w,n,w
5240,f,c,n,w
5241,f,c,b,w
5242,f,c,n,w
5243,f,c,b,g
5244,f,c,b,e
5245,f,c,b,p
5246,f,c,n,b
5247,f,c,b,h
5248,f,c,b,p
5249,f,c,b,w
5250,f,c,b,g
5251,f,c,b,p
5252,f,c,b,w
5253,f,c,b,w
5254,f,c,b,g
5255,f,c,b,p
5256,f,c,b,w
5257,f,c,b,w
5258,f,c,b,w
5259,f,c,b,w
5260,f,c,n,w
5261,f,c,b,p
5262,f,c,b,g
5263,f,c,n,w
5264,f,c,b,p
5265,f,c,b,w
5266,f,c,n,b
5267,f,c,n,b
5268,f,c,n,b
5269,f,c,b,h
5270,f,c,b,e
5271,f,c,b,p
5272,f,c,b,e
5273,f,c,b,w
5274,f,w,n,w
5275,f,c,n,b
5276,f,c,b,h
5277,f,c,b,h
5278,f,c,n,w
5279,f,c,b,w
5280,f,c,b,g
5281,f,c,b,w
5282,f,w,n,w
5283,f,c,b,p
5284,f,c,n,u
5285,f,c,n,w
5286,f,c,b,w
5287,f,c,b,h
5288,f,c,n,b
5289,f,c,b,g
5290,f,c,b,w
5291,f,c,b,h
5292,f,c,b,e
5293,f,c,n,b
5294,f,c,b,p
5295,f,c,b,g
5296,f,c,b,e
5297,f,c,b,p
5298,f,c,n,b
5299,f,c,b,p
5300,f,w,n,w
5301,f,c,b,w
5302,f,c,b,p
5303,f,c,n,w
5304,f,c,b,g
5305,f,c,n,b
5306,f,c,n,b
5307,f,c,b,w
5308,f,c,b,w
5309,f,c,b,w
5310,f,c,b,e
5311,f,c,n,b
5312,f,c,n,w
5313,f,c,n,b
5314,f,c,b,e
5315,f,c,b,h
5316,f,c,b,p
5317,f,c,b,w
5318,f,c,b,g
5319,f,w,n,w
5320,f,c,b,g
5321,f,c,b,h
5322,f,c,n,b
5323,f,c,b,h
5324,f,c,b,w
5325,f,c,n,b
5326,f,c,n,p
5327,f,c,n,b
5328,f,c,b,g
5329,f,c,n,b
5330,f,c,b,w
5331,f,c,b,p
5332,f,c,b,h
5333,f,c,n,w
5334,f,c,b,w
5335,f,c,b,h
5336,f,w,n,w
5337,f,c,b,h
5338,f,c,n,b
5339,f,c,b,r
5340,f,c,b,p
5341,f,c,b,e
5342,f,c,b,r
5343,f,c,n,w
5344,f,c,b,h
5345,f,w,n,w
5346,f,w,n,w
5347,f,c,n,b
5348,f,c,b,p
5349,f,c,b,h
5350,f,c,b,w
5351,f,c,b,h
5352,f,c,n,h
5353,f,c,b,h
5354,f,c,b,h
5355,f,c,n,b
5356,f,c,b,h
5357,f,c,b,w
5358,f,c,b,w
5359,f,c,b,p
5360,f,c,b,h
5361,f,c,n,b
5362,f,c,n,w
5363,f,c,b,e
5364,f,c,b,p
5365,f,c,b,h
5366,f,c,n,b
5367,f,c,b,h
5368,f,c,b,g
5369,f,c,b,h
5370,f,c,b,w
5371,f,c,b,h
5372,f,c,b,w
5373,f,c,b,h
5374,f,c,b,p
5375,f,c,b,h
5376,f,c,n,b
5377,f,c,b,r
5378,f,c,b,h
5379,f,c,b,w
5380,f,c,n,b
5381,f,c,b,p
5382,f,c,b,p
5383,f,c,b,e
5384,f,c,b,w
5385,f,w,n,w
5386,f,c,b,e
5387,f,w,n,w
5388,f,c,b,w
5389,f,c,b,w
5390,f,c,b,w
5391,f,c,b,w
5392,f,c,b,p
5393,f,c,b,e
5394,f,c,b,p
5395,f,c,n,w
5396,f,c,b,h
5397,f,c,b,h
5398,f,c,b,p
5399,f,c,n,w
5400,f,c,b,p
5401,f,c,b,p
5402,f,w,n,w
5403,f,c,n,b
5404,f,c,b,h
5405,f,c,n,b
5406,f,c,b,r
5407,f,c,b,g
5408,f,c,b,w
5409,f,c,b,g
5410,f,c,b,p
5411,f,c,b,h
5412,f,c,n,b
5413,f,c,b,h
5414,f,c,b,e
5415,f,c,b,g
5416,f,c,b,e
5417,f,c,b,w
5418,f,c,b,e
5419,f,c,b,p
5420,f,c,b,h
5421,f,c,b,e
5422,f,c,b,w
5423,f,c,b,g
5424,f,c,b,g
5425,f,c,b,h
5426,f,c,b,w
5427,f,c,b,p
5428,f,c,b,h
5429,f,c,b,w
5430,f,c,b,w
5431,f,c,n,h
5432,f,c,b,p
5433,f,c,n,b
5434,f,c,b,w
5435,f,w,n,w
5436,f,c,b,h
5437,f,c,n,p
5438,f,c,b,h
5439,f,c,b,p
5440,f,c,b,g
5441,f,c,n,b
5442,f,c,n,b
5443,f,c,b,h
5444,f,c,b,e
5445,f,c,b,w
5446,f,c,b,w
5447,f,c,n,b
5448,f,c,b,h
5449,f,c,n,b
5450,f,c,b,p
5451,f,c,b,w
5452,f,c,b,w
5453,f,c,b,g
5454,f,c,b,p
5455,f,c,b,p
5456,f,c,b,g
5457,f,c,b,w
5458,f,c,b,p
5459,f,c,b,h
5460,f,c,b,p
5461,f,c,b,h
5462,f,c,n,b
5463,f,c,b,w
5464,f,c,b,e
5465,f,c,b,w
5466,f,c,n,b
5467,f,c,b,e
5468,f,c,b,w
5469,f,c,b,p
5470,f,c,n,b
5471,f,c,b,w
5472,f,c,n,b
5473,f,c,b,w
5474,f,c,n,b
5475,f,c,b,g
5476,f,c,b,g
5477,f,c,b,h
5478,f,c,b,r
5479,f,c,b,h
5480,f,c,b,w
5481,f,c,b,w
5482,f,c,b,e
5483,f,c,b,p
5484,f,c,n,b
5485,f,c,b,p
5486,f,c,b,p
5487,f,c,b,p
5488,f,c,b,w
5489,f,c,b,g
5490,f,c,n,b
5491,f,c,b,w
5492,f,c,b,h
5493,f,c,b,e
5494,f,c,b,g
5495,f,c,b,w
5496,f,c,b,g
5497,f,c,b,h
5498,f,c,n,w
5499,f,c,b,p
5500,f,c,b,p
5501,f,c,b,p
5502,f,c,n,b
5503,f,c,b,e
5504,f,c,b,w
5505,f,c,b,w
5506,f,c,b,h
5507,f,c,b,p
5508,f,c,n,b
5509,f,w,n,w
5510,f,c,b,p
5511,f,c,b,w
5512,f,c,n,b
5513,f,c,b,w
5514,f,c,n,b
5515,f,c,b,e
5516,f,c,n,h
5517,f,c,b,h
5518,f,c,n,b
5519,f,c,b,g
5520,f,c,n,b
5521,f,c,b,h
5522,f,c,n,b
5523,f,w,n,w
5524,f,c,b,p
5525,f,c,b,p
5526,f,c,b,e
5527,f,c,b,r
5528,f,c,b,h
5529,f,c,n,h
5530,f,c,n,b
5531,f,c,n,b
5532,f,c,b,p
5533,f,c,b,g
5534,f,c,n,b
5535,f,c,b,e
5536,f,c,n,b
5537,f,c,b,w
5538,f,c,b,w
5539,f,c,b,e
5540,f,c,b,w
5541,f,c,b,e
5542,f,c,b,g
5543,f,c,b,g
5544,f,c,b,g
5545,f,c,b,w
5546,f,c,b,p
5547,f,w,n,w
5548,f,w,n,w
5549,f,c,b,r
5550,f,c,n,b
5551,f,c,b,h
5552,f,c,n,p
5553,f,c,b,w
5554,f,c,n,p
5555,f,c,n,b
5556,f,c,b,p
5557,f,c,b,w
5558,f,c,b,e
5559,f,c,n,b
5560,f,c,n,b
5561,f,c,b,p
5562,f,c,b,p
5563,f,c,b,e
5564,f,c,b,e
5565,f,c,b,w
5566,f,c,b,h
5567,f,c,b,g
5568,f,c,b,h
5569,f,c,b,p
5570,f,c,b,w
5571,f,c,b,e
5572,f,c,b,r
5573,f,c,b,g
5574,f,c,n,b
5575,f,c,b,h
5576,f,c,b,h
5577,f,c,n,b
5578,f,c,b,g
5579,f,w,n,w
5580,f,c,n,b
5581,f,c,b,w
5582,f,c,n,b
5583,f,w,n,w
5584,f,c,n,b
5585,f,c,b,p
5586,f,c,n,b
5587,f,c,n,h
5588,f,c,b,w
5589,f,c,b,w
5590,f,c,n,b
5591,f,c,n,b
5592,f,c,b,w
5593,f,c,b,p
5594,f,c,b,r
5595,f,c,n,b
5596,f,c,n,b
5597,f,c,b,e
5598,f,c,b,p
5599,f,w,n,w
5600,f,c,n,w
5601,f,c,n,b
5602,f,w,n,w
5603,f,c,n,b
5604,f,c,n,b
5605,f,c,b,e
5606,f,c,b,r
5607,f,c,n,b
5608,f,c,b,g
5609,f,w,n,w
5610,f,c,b,p
5611,f,c,b,r
5612,f,c,b,h
5613,f,c,b,w
5614,f,c,b,p
5615,f,c,n,b
5616,f,c,n,b
5617,f,c,b,g
5618,f,c,b,g
5619,f,c,b,p
5620,f,c,b,w
5621,f,w,n,w
5622,f,c,b,h
5623,f,c,b,e
5624,f,c,b,e
5625,f,c,b,e
5626,f,c,b,h
5627,f,c,b,h
5628,f,c,b,g
5629,f,c,b,e
5630,f,c,b,p
5631,f,w,n,w
5632,f,c,b,g
5633,f,c,b,g
5634,f,c,b,r
5635,f,c,n,b
5636,f,c,b,p
5637,f,c,b,g
5638,f,c,b,g
5639,f,c,b,e
5640,f,c,b,g
5641,f,c,b,e
5642,f,c,n,w
5643,f,c,b,g
5644,f,c,b,g
5645,f,c,n,b
5646,f,c,b,w
5647,f,c,b,w
5648,f,c,b,w
5649,f,c,b,h
5650,f,c,b,w
5651,f,c,b,p
5652,f,c,b,p
5653,f,c,b,w
5654,f,c,b,e
5655,f,c,b,h
5656,f,c,b,p
5657,f,c,b,g
5658,f,c,b,w
5659,f,c,b,p
5660,f,c,n,w
5661,f,c,b,h
5662,f,c,b,e
5663,f,c,b,g
5664,f,c,b,p
5665,f,w,n,w
5666,f,c,b,p
5667,f,w,n,w
5668,f,c,b,p
5669,f,c,n,b
5670,f,c,b,w
5671,f,c,b,h
5672,f,c,b,h
5673,f,c,b,p
5674,f,c,n,b
5675,f,c,n,w
5676,f,c,b,p
5677,f,c,b,h
5678,f,c,b,w
5679,f,c,b,w
5680,f,c,b,w
5681,f,c,n,w
5682,f,c,n,w
5683,f,c,n,b
5684,f,c,b,w
5685,f,c,b,w
5686,f,c,b,p
5687,f,c,b,e
5688,f,w,n,w
5689,f,c,b,p
5690,f,c,b,h
5691,f,c,n,b
5692,f,c,b,e
5693,f,c,b,w
5694,f,c,b,h
5695,f,c,n,b
5696,f,c,b,e
5697,f,c,b,h
5698,f,c,n,b
5699,f,c,b,w
5700,f,c,b,p
5701,f,c,b,p
5702,f,c,b,g
5703,f,w,n,w
5704,f,c,b,w
5705,f,c,b,w
5706,f,c,b,w
5707,f,c,b,w
5708,f,c,b,p
5709,f,c,b,p
5710,f,c,n,b
5711,f,c,b,p
5712,f,c,b,w
5713,f,c,b,h
5714,f,c,n,b
5715,f,c,n,u
5716,f,c,b,w
5717,f,c,b,p
5718,f,w,n,w
5719,f,c,b,p
5720,f,c,n,b
5721,f,c,b,w
5722,f,c,n,b
5723,f,c,n,b
5724,f,c,b,h
5725,f,c,b,e
5726,f,c,b,p
5727,f,c,b,r
5728,f,w,n,w
5729,f,c,b,p
5730,f,c,b,h
5731,f,c,b,p
5732,f,c,b,e
5733,f,c,b,w
5734,f,c,n,u
5735,f,c,b,e
5736,f,c,b,h
5737,f,c,n,b
5738,f,c,b,w
5739,f,c,b,w
5740,f,c,b,w
5741,f,c,b,p
5742,f,c,b,w
5743,f,c,b,p
5744,f,c,b,e
5745,f,c,b,g
5746,f,c,n,b
5747,f,c,b,g
5748,f,c,b,w
5749,f,w,n,w
5750,f,c,b,p
5751,f,c,b,w
5752,f,c,b,r
5753,f,c,b,r
5754,f,c,b,w
5755,f,c,b,w
5756,f,c,n,b
5757,f,c,b,g
5758,f,c,b,w
5759,f,c,n,b
5760,f,c,b,p
5761,f,c,b,g
5762,f,c,n,b
5763,f,c,b,h
5764,f,c,b,h
5765,f,c,n,u
5766,f,c,b,h
5767,f,c,b,p
5768,f,c,n,u
5769,f,c,n,b
5770,f,c,b,w
5771,f,c,n,b
5772,f,c,n,b
5773,f,c,b,p
5774,f,c,n,p
5775,f,c,b,g
5776,f,c,b,p
5777,f,w,n,w
5778,f,c,n,p
5779,f,c,b,w
5780,f,c,n,w
5781,f,c,n,b
5782,f,c,b,e
5783,f,c,b,r
5784,f,c,n,w
5785,f,c,b,g
5786,f,c,b,h
5787,f,c,b,h
5788,f,c,b,w
5789,f,c,b,w
5790,f,c,b,w
5791,f,c,n,b
5792,f,c,b,p
5793,f,c,b,h
5794,f,c,b,g
5795,f,w,n,w
5796,f,c,b,g
5797,f,c,b,h
5798,f,c,b,p
5799,f,c,b,h
5800,f,c,n,b
5801,f,c,n,w
5802,f,c,n,b
5803,f,c,b,h
5804,f,c,b,p
5805,f,w,n,w
5806,f,c,b,w
5807,f,c,b,h
5808,f,c,b,e
5809,f,c,b,h
5810,f,c,b,p
5811,f,c,n,b
5812,f,c,b,p
5813,f,c,b,h
5814,f,c,b,p
5815,f,w,n,w
5816,f,c,n,b
5817,f,c,b,e
5818,f,c,n,b
5819,f,c,b,p
5820,f,c,n,b
5821,f,c,b,w
5822,f,c,b,h
5823,f,c,b,w
5824,f,c,b,w
5825,f,c,b,p
5826,f,c,b,p
5827,f,c,b,e
5828,f,c,b,p
5829,f,c,b,e
5830,f,c,b,p
5831,f,c,b,w
5832,f,c,n,b
5833,f,c,b,p
5834,f,c,b,r
5835,f,c,n,b
5836,f,c,n,w
5837,f,c,n,h
5838,f,c,n,b
5839,f,c,b,p
5840,f,c,n,w
5841,f,c,b,w
5842,f,c,b,g
5843,f,c,b,h
5844,f,c,b,g
5845,f,c,b,h
5846,f,c,b,h
5847,f,c,b,p
5848,f,c,n,u
5849,f,c,b,w
5850,f,c,b,w
5851,f,c,n,b
5852,f,c,b,w
5853,f,c,b,g
5854,f,c,b,w
5855,f,c,n,b
5856,f,c,b,w
5857,f,c,b,p
5858,f,c,b,g
5859,f,c,b,e
5860,f,c,b,w
5861,f,c,n,b
5862,f,c,b,e
5863,f,c,b,r
5864,f,c,b,w
5865,f,c,n,b
5866,f,c,b,w
5867,f,c,b,w
5868,f,c,b,g
5869,f,c,n,b
5870,f,c,n,b
5871,f,c,b,h
5872,f,c,n,b
5873,f,c,n,b
5874,f,c,b,w
5875,f,c,b,w
5876,f,c,n,u
5877,f,c,b,g
5878,f,c,b,h
5879,f,c,n,b
5880,f,c,b,h
5881,f,c,b,h
5882,f,c,b,h
5883,f,c,b,r
5884,f,c,b,e
5885,f,c,n,b
5886,f,c,b,p
5887,f,c,b,w
5888,f,c,b,p
5889,f,c,b,w
5890,f,c,b,p
5891,f,c,b,p
5892,f,c,n,b
5893,f,c,b,h
5894,f,c,b,e
5895,f,c,b,w
5896,f,c,n,p
5897,f,c,b,p
5898,f,c,b,h
5899,f,c,b,e
5900,f,c,b,p
5901,f,c,n,b
5902,f,c,b,g
5903,f,c,b,p
5904,f,w,n,w
5905,f,c,b,p
5906,f,c,b,p
5907,f,c,b,w
5908,f,c,b,w
5909,f,c,b,w
5910,f,c,b,p
5911,f,c,b,h
5912,f,c,b,h
5913,f,c,b,p
5914,f,c,b,w
5915,f,c,b,e
5916,f,c,b,g
5917,f,c,b,e
5918,f,c,b,w
5919,f,c,b,p
5920,f,c,b,w
5921,f,c,b,g
5922,f,c,b,h
5923,f,c,b,h
5924,f,c,b,g
5925,f,c,b,p
5926,f,c,b,h
5927,f,c,b,g
5928,f,c,b,g
5929,f,c,n,b
5930,f,c,b,w
5931,f,c,b,w
5932,f,c,n,b
5933,f,c,n,b
5934,f,c,n,b
5935,f,c,b,w
5936,f,c,n,w
5937,f,c,b,w
5938,f,c,b,e
5939,f,c,b,e
5940,f,c,b,w
5941,f,c,b,g
5942,f,c,b,w
5943,f,c,b,p
5944,f,c,b,p
5945,f,c,n,b
5946,f,c,b,w
5947,f,c,b,h
5948,f,c,b,r
5949,f,c,n,p
5950,f,w,n,w
5951,f,c,b,p
5952,f,c,b,h
5953,f,c,b,g
5954,f,c,b,e
5955,f,c,b,h
5956,f,c,n,w
5957,f,c,n,b
5958,f,c,b,h
5959,f,c,b,g
5960,f,c,b,p
5961,f,c,n,b
5962,f,c,b,w
5963,f,w,n,w
5964,f,c,b,g
5965,f,c,n,w
5966,f,c,b,h
5967,f,c,n,b
5968,f,c,b,h
5969,f,c,b,p
5970,f,c,b,p
5971,f,c,n,u
5972,f,c,n,b
5973,f,c,b,g
5974,f,c,n,b
5975,f,c,b,w
5976,f,c,b,w
5977,f,c,b,e
5978,f,c,b,w
5979,f,w,n,w
5980,f,c,b,p
5981,f,c,n,w
5982,f,c,b,w
5983,f,c,b,r
5984,f,c,b,p
5985,f,c,b,h
5986,f,c,n,b
5987,f,c,b,g
5988,f,c,b,h
5989,f,c,b,h
5990,f,c,n,b
5991,f,c,b,p
5992,f,c,n,b
5993,f,c,b,g
5994,f,c,b,g
5995,f,c,n,b
5996,f,c,n,b
5997,f,c,b,e
5998,f,c,n,p
5999,f,c,b,p
6000,f,c,b,g
6001,f,c,n,b
6002,f,c,n,b
6003,f,c,n,b
6004,f,c,n,b
6005,f,c,n,b
6006,f,c,n,b
6007,f,c,n,b
6008,f,c,n,b
6009,f,c,n,b
6010,f,c,n,b
6011,f,c,n,b
6012,f,c,n,b
6013,f,c,n,b
6014,f,c,n,b
6015,f,c,n,b
6016,f,c,n,b
6017,f,c,n,b
6018,f,c,n,b
6019,f,c,n,b
6020,f,c,n,b
6021,f,c,n,b
6022,f,c,n,b
6023,f,c,n,b
6024,f,c,n,b
6025,f,c,n,b
6026,f,c,n,b
6027,f,c,n,b
6028,f,c,n,b
6029,f,c,n,b
6030,f,c,n,b
6031,f,c,n,b
6032,f,c,n,b
6033,f,c,n,b
6034,f,c,n,b
6035,f,c,n,b
6036,f,c,n,b
6037,f,c,n,b
6038,f,c,n,b
6039,a,c,b,y
6040,f,c,n,b
6041,a,c,b,o
6042,f,c,n,b
6043,f,c,n,b
6044,f,c,n,b
6045,f,c,n,b
6046,f,c,n,b
6047,f,c,n,b
6048,f,c,n,b
6049,f,c,n,b
6050,f,c,n,b
6051,f,c,n,b
6052,f,c,n,b
6053,f,c,n,b
6054,f,c,n,b
6055,f,c,n,b
6056,f,c,n,b
6057,f,c,n,b
6058,f,c,n,b
6059,f,c,n,b
6060,f,c,n,b
6061,f,c,n,b
6062,f,c,n,b
6063,f,c,n,b
6064,f,c,n,b
6065,f,c,n,b
6066,f,c,n,b
6067,f,c,n,b
6068,f,c,n,b
6069,f,w,b,w
6070,f,c,n,b
6071,f,c,n,b
6072,f,c,n,b
6073,f,c,n,b
6074,f,c,n,b
6075,f,c,n,b
6076,f,c,n,b
6077,f,c,n,b
6078,f,c,n,b
6079,f,c,n,b
6080,f,c,n,b
6081,f,c,n,b
6082,f,c,n,b
6083,f,c,n,b
6084,f,c,n,b
6085,f,c,n,b
6086,f,c,n,b
6087,f,c,n,b
6088,f,c,n,b
6089,f,c,n,b
6090,f,c,n,b
6091,f,c,n,b
6092,f,c,n,b
6093,f,c,n,b
6094,f,c,n,b
6095,f,c,n,b
6096,f,c,n,b
6097,f,c,n,b
6098,f,c,n,b
6099,f,c,n,b
6100,f,c,n,b
6101,f,c,n,b
6102,f,c,n,b
6103,f,c,n,b
6104,f,c,n,b
6105,f,c,n,b
6106,f,c,n,b
6107,f,c,n,b
6108,f,c,n,b
6109,f,c,n,b
6110,f,c,n,b
6111,f,c,n,b
6112,f,c,n,b
6113,f,c,n,b
6114,f,c,n,b
6115,f,c,n,b
6116,f,c,n,b
6117,f,c,n,b
6118,f,c,n,b
6119,f,c,n,b
6120,f,c,n,b
6121,f,c,b,w
6122,f,c,n,b
6123,f,c,n,b
6124,f,c,n,b
6125,f,c,n,b
6126,f,c,n,b
6127,f,c,n,b
6128,f,c,n,b
6129,f,c,n,b
6130,f,c,n,b
6131,f,c,n,b
6132,f,c,n,b
6133,f,c,n,b
6134,f,c,n,b
6135,f,c,n,b
6136,f,c,n,b
6137,f,c,n,b
6138,f,c,n,b
6139,f,c,n,b
6140,f,c,n,b
6141,f,c,n,b
6142,f,c,n,b
6143,f,w,b,g
6144,f,c,n,b
6145,f,c,n,b
6146,f,c,n,b
6147,f,c,n,b
6148,f,w,b,g
6149,f,c,n,b
6150,f,c,n,b
6151,f,c,n,b
6152,f,c,n,b
6153,f,c,n,b
6154,f,c,n,b
6155,f,c,n,b
6156,f,c,n,b
6157,f,c,n,b
6158,f,c,n,b
6159,f,c,n,b
6160,f,c,n,b
6161,f,c,n,b
6162,f,c,n,b
6163,f,c,n,b
6164,f,c,n,b
6165,f,c,n,b
6166,f,c,n,b
6167,f,c,n,b
6168,f,c,n,b
6169,f,c,n,b
6170,f,c,n,b
6171,f,c,n,b
6172,f,c,n,b
6173,f,c,n,b
6174,f,c,n,b
6175,f,c,n,b
6176,f,c,n,b
6177,f,c,n,b
6178,f,c,n,b
6179,f,c,n,b
6180,f,c,n,b
6181,f,c,n,b
6182,f,c,n,b
6183,f,c,n,b
6184,f,c,n,b
6185,f,c,n,b
6186,f,c,n,b
6187,f,c,n,b
6188,f,c,n,b
6189,f,c,n,b
6190,f,c,n,b
6191,f,c,n,b
6192,f,c,n,b
6193,f,c,n,b
6194,f,c,n,b
6195,f,w,b,w
6196,f,c,n,b
6197,f,c,n,b
6198,f,c,n,b
6199,f,c,n,b
6200,f,c,n,b
6201,f,c,n,b
6202,f,c,n,b
6203,f,c,n,b
6204,f,w,b,g
6205,f,c,n,b
6206,f,c,n,b
6207,f,c,n,b
6208,f,c,n,b
6209,f,c,n,b
6210,f,c,n,b
6211,f,c,n,b
6212,f,c,n,b
6213,f,c,n,b
6214,f,c,n,b
6215,f,w,b,p
6216,f,c,n,b
6217,f,c,n,b
6218,f,c,n,b
6219,f,c,n,b
6220,f,w,b,g
6221,f,c,n,b
6222,f,c,n,b
6223,f,c,n,b
6224,f,c,n,b
6225,f,c,n,b
6226,f,c,n,b
6227,f,c,n,b
6228,f,c,n,b
6229,f,c,n,b
6230,f,c,n,b
6231,f,c,n,b
6232,f,c,n,b
6233,f,c,n,b
6234,f,c,n,b
6235,f,c,n,b
6236,f,c,n,b
6237,f,c,n,b
6238,f,c,n,b
6239,f,c,n,b
6240,f,c,n,b
6241,f,c,n,b
6242,f,c,n,b
6243,f,c,n,b
6244,f,c,n,b
6245,f,c,n,b
6246,f,c,n,b
6247,f,c,n,b
6248,f,c,n,b
6249,f,c,n,b
6250,f,c,n,b
6251,f,c,n,b
6252,f,c,n,b
6253,f,c,n,b
6254,f,c,n,b
6255,f,c,n,b
6256,f,c,n,b
6257,f,c,n,b
6258,f,c,n,b
6259,f,c,n,b
6260,f,c,n,b
6261,f,c,n,b
6262,f,w,b,g
6263,f,c,n,b
6264,f,c,n,b
6265,f,c,n,b
6266,f,c,n,b
6267,f,c,n,b
6268,f,c,n,b
6269,f,c,n,b
6270,f,c,n,b
6271,f,c,n,b
6272,f,c,n,b
6273,f,c,n,b
6274,f,c,n,b
6275,f,c,n,b
6276,f,c,n,b
6277,f,c,n,b
6278,f,c,n,b
6279,f,c,n,b
6280,f,w,b,p
6281,f,c,n,b
6282,f,c,n,b
6283,f,c,n,b
6284,f,c,n,b
6285,f,c,n,b
6286,f,c,n,b
6287,f,c,n,b
6288,f,c,n,b
6289,f,c,n,b
6290,f,c,n,b
6291,f,c,n,b
6292,f,c,n,b
6293,f,c,n,b
6294,f,c,n,b
6295,f,c,n,b
6296,f,c,n,b
6297,f,c,n,b
6298,f,c,n,b
6299,f,c,n,b
6300,f,c,n,b
6301,f,c,n,b
6302,f,c,n,b
6303,f,c,n,b
6304,f,c,n,b
6305,f,c,n,b
6306,f,c,n,b
6307,f,c,n,b
6308,f,c,n,b
6309,f,c,n,b
6310,f,c,n,b
6311,f,c,n,b
6312,f,c,n,b
6313,f,c,n,b
6314,f,c,n,b
6315,f,c,n,b
6316,f,c,n,b
6317,f,c,n,b
6318,f,c,n,b
6319,f,c,n,b
6320,f,c,n,b
6321,f,c,n,b
6322,f,c,n,b
6323,f,c,n,b
6324,f,c,n,b
6325,f,c,n,b
6326,f,c,n,b
6327,f,c,n,b
6328,f,c,n,b
6329,f,c,n,b
6330,f,c,n,b
6331,f,c,n,b
6332,f,w,b,w
6333,f,c,n,b
6334,f,c,n,b
6335,f,c,n,b
6336,f,c,n,b
6337,f,c,n,b
6338,f,c,n,b
6339,f,c,n,b
6340,f,c,n,b
6341,f,c,n,b
6342,f,c,n,b
6343,f,c,n,b
6344,f,c,n,b
6345,f,c,n,b
6346,f,c,n,b
6347,f,c,n,b
6348,f,c,n,b
6349,f,c,n,b
6350,f,c,n,b
6351,f,c,n,b
6352,f,c,n,b
6353,f,c,n,b
6354,f,c,n,b
6355,f,c,n,b
6356,f,c,n,b
6357,f,c,n,b
6358,f,c,n,b
6359,f,c,n,b
6360,f,c,n,b
6361,f,c,n,b
6362,f,c,n,b
6363,f,c,n,b
6364,f,c,n,b
6365,f,c,n,b
6366,f,c,n,b
6367,f,w,b,p
6368,f,c,n,b
6369,f,c,n,b
6370,f,c,n,b
6371,f,c,n,b
6372,f,c,n,b
6373,f,c,n,b
6374,f,c,n,b
6375,f,c,n,b
6376,a,c,b,o
6377,f,c,n,b
6378,f,c,n,b
6379,f,c,n,b
6380,f,c,n,b
6381,f,c,n,b
6382,f,c,n,b
6383,f,c,n,b
6384,f,c,n,b
6385,f,c,n,b
6386,f,c,n,b
6387,f,c,n,b
6388,f,c,n,b
6389,f,c,n,b
6390,f,c,n,b
6391,f,c,n,b
6392,f,c,n,b
6393,f,c,n,b
6394,f,c,n,b
6395,f,c,n,b
6396,f,c,n,b
6397,f,w,b,g
6398,f,c,n,b
6399,f,c,n,b
6400,f,c,n,b
6401,f,c,n,b
6402,f,c,n,b
6403,f,c,n,b
6404,f,w,b,g
6405,f,c,n,b
6406,f,c,n,b
6407,f,w,b,w
6408,f,c,n,b
6409,f,c,n,b
6410,f,c,n,b
6411,f,c,n,b
6412,f,c,n,b
6413,f,c,n,b
6414,f,c,n,b
6415,f,c,n,b
6416,f,c,b,w
6417,f,c,n,b
6418,f,c,n,b
6419,f,c,n,b
6420,f,c,n,b
6421,f,c,n,b
6422,f,c,n,b
6423,f,c,n,b
6424,f,c,n,b
6425,a,c,b,n
6426,f,c,n,b
6427,f,c,n,b
6428,f,c,n,b
6429,f,c,n,b
6430,f,c,n,b
6431,f,c,n,b
6432,f,c,n,b
6433,f,c,n,b
6434,f,c,n,b
6435,a,c,b,n
6436,f,c,n,b
6437,f,c,n,b
6438,f,c,n,b
6439,f,c,n,b
