ID, spore print color, population, habitat, edible or poisonous, bruises, odor
3789,n,v,d,e,t,n
3790,n,y,d,e,t,n
3791,h,v,d,p,f,f
3792,k,v,d,e,t,n
3793,k,s,d,p,f,c
3794,n,y,d,e,t,n
3795,k,s,d,p,f,c
3796,k,v,d,e,t,n
3797,n,v,d,p,f,c
3798,n,y,d,e,t,n
3799,n,v,d,e,t,n
3800,k,y,d,e,t,n
3801,n,y,d,e,t,n
3802,k,s,d,p,f,c
3803,k,y,d,e,t,n
3804,k,v,d,e,t,n
3805,k,v,d,p,f,c
3806,k,y,d,e,t,n
3807,n,v,d,p,f,c
3808,k,y,d,e,t,n
3809,h,y,g,p,f,f
3810,n,y,d,e,t,n
3811,h,y,g,p,f,f
3812,k,v,d,e,t,n
3813,n,v,d,e,t,n
3814,k,v,d,e,t,n
3815,k,s,d,p,f,c
3816,h,y,p,p,f,f
3817,n,v,d,e,t,n
3818,k,v,d,e,t,n
3819,k,v,d,e,t,n
3820,n,y,d,e,t,n
3821,k,v,d,e,t,n
3822,n,y,d,e,t,n
3823,h,y,d,p,f,f
3824,n,y,d,e,t,n
3825,k,y,d,e,t,n
3826,k,y,d,e,t,n
3827,k,v,d,p,f,c
3828,k,y,d,e,t,n
3829,n,y,d,e,t,n
3830,h,y,g,p,f,f
3831,n,y,d,e,t,n
3832,k,v,d,p,f,c
3833,k,v,d,e,t,n
3834,k,s,d,p,f,c
3835,h,v,d,p,f,f
3836,h,y,d,p,f,f
3837,n,v,d,e,t,n
3838,n,v,d,e,t,n
3839,n,y,d,e,t,n
3840,k,y,d,e,t,n
3841,h,v,p,p,f,f
3842,n,y,d,e,t,n
3843,k,y,d,e,t,n
3844,h,v,g,p,f,f
3845,k,y,d,e,t,n
3846,n,s,d,p,f,c
3847,k,y,d,e,t,n
3848,n,y,d,e,t,n
3849,n,y,d,e,t,n
3850,k,y,d,e,t,n
3851,n,y,d,e,t,n
3852,k,y,d,e,t,n
3853,k,s,d,p,f,c
3854,n,v,d,e,t,n
3855,h,y,g,p,f,f
3856,k,v,d,e,t,n
3857,n,v,d,e,t,n
3858,n,v,d,e,t,n
3859,n,v,d,p,f,c
3860,n,v,d,p,f,c
3861,n,v,d,e,t,n
3862,k,v,d,e,t,n
3863,k,v,d,e,t,n
3864,n,y,d,e,t,n
3865,h,v,d,p,f,f
3866,k,v,d,p,f,c
3867,k,y,d,e,t,n
3868,k,v,d,e,t,n
3869,k,v,d,p,f,c
3870,k,s,d,p,f,c
3871,k,v,d,e,t,n
3872,h,v,d,p,f,f
3873,n,v,d,p,f,c
3874,h,v,d,p,f,f
3875,n,v,d,p,f,c
3876,k,v,d,e,t,n
3877,k,s,d,p,f,c
3878,n,v,d,e,t,n
3879,k,v,d,p,f,c
3880,k,s,d,p,f,c
3881,k,y,d,e,t,n
3882,k,s,d,p,f,c
3883,k,v,d,p,f,c
3884,n,y,d,e,t,n
3885,n,y,d,e,t,n
3886,n,s,d,p,f,c
3887,k,v,d,e,t,n
3888,n,s,d,p,f,c
3889,k,v,d,e,t,n
3890,h,v,d,p,f,f
3891,h,y,g,p,f,f
3892,k,v,d,e,t,n
3893,h,v,g,p,f,f
3894,n,v,d,e,t,n
3895,h,y,g,p,f,f
3896,h,y,p,p,f,f
3897,k,v,d,e,t,n
3898,k,v,d,e,t,n
3899,n,v,d,p,f,c
3900,n,y,d,e,t,n
3901,h,y,p,p,f,f
3902,h,v,d,p,f,f
3903,h,y,p,p,f,f
3904,h,v,g,p,f,f
3905,n,v,d,p,f,c
3906,h,y,d,p,f,f
3907,h,v,d,p,f,f
3908,h,v,p,p,f,f
3909,h,v,d,p,f,f
3910,h,y,d,p,f,f
3911,k,y,d,e,t,n
3912,h,y,g,p,f,f
3913,h,y,p,p,f,f
3914,h,y,g,p,f,f
3915,k,y,d,e,t,n
3916,n,v,d,e,t,n
3917,n,v,d,e,t,n
3918,h,v,g,p,f,f
3919,h,v,g,p,f,f
3920,h,v,d,p,f,f
3921,k,y,d,e,t,n
3922,h,v,g,p,f,f
3923,k,v,d,e,t,n
3924,k,v,d,e,t,n
3925,n,v,d,e,t,n
3926,h,y,d,p,f,f
3927,h,y,g,p,f,f
3928,h,y,g,p,f,f
3929,n,v,d,e,t,n
3930,h,y,d,p,f,f
3931,h,y,p,p,f,f
3932,h,v,g,p,f,f
3933,h,v,d,p,f,f
3934,h,y,p,p,f,f
3935,h,v,p,p,f,f
3936,n,s,d,p,f,c
3937,h,v,g,p,f,f
3938,k,v,d,e,t,n
3939,k,y,d,e,t,n
3940,n,v,d,p,f,c
3941,h,v,g,p,f,f
3942,h,v,g,p,f,f
3943,k,y,d,e,t,n
3944,n,y,d,e,t,n
3945,h,v,d,p,f,f
3946,n,v,d,e,t,n
3947,h,v,d,p,f,f
3948,h,y,g,p,f,f
3949,n,v,d,e,t,n
3950,h,v,g,p,f,f
3951,h,y,g,p,f,f
3952,h,v,g,p,f,f
3953,h,y,g,p,f,f
3954,n,s,d,p,f,c
3955,k,s,d,p,f,c
3956,h,v,p,p,f,f
3957,h,y,p,p,f,f
3958,h,v,d,p,f,f
3959,n,v,d,e,t,n
3960,h,v,u,p,t,f
3961,h,y,d,p,f,f
3962,k,v,d,e,t,n
3963,h,y,d,p,f,f
3964,h,y,p,p,f,f
3965,h,v,p,p,f,f
3966,h,y,g,p,f,f
3967,h,y,g,p,f,f
3968,h,y,p,p,f,f
3969,h,y,p,p,f,f
3970,k,v,d,p,f,c
3971,h,v,p,p,f,f
3972,h,y,p,p,f,f
3973,n,v,d,e,t,n
3974,k,v,d,e,t,n
3975,h,y,p,p,f,f
3976,n,s,d,p,f,c
3977,h,v,g,p,f,f
3978,h,v,g,p,f,f
3979,k,v,d,p,f,c
3980,n,v,d,e,t,n
3981,h,v,g,p,f,f
3982,k,v,d,p,f,c
3983,h,v,g,p,t,f
3984,h,v,p,p,f,f
3985,w,c,w,e,t,n
3986,h,y,g,p,f,f
3987,h,y,g,p,f,f
3988,h,y,g,p,f,f
3989,h,y,g,p,f,f
3990,n,y,d,e,t,n
3991,h,v,d,p,f,f
3992,h,v,d,p,f,f
3993,h,y,g,p,f,f
3994,n,s,d,p,f,c
3995,n,v,d,p,f,c
3996,h,v,g,p,f,f
3997,h,s,g,p,t,f
3998,h,v,g,p,f,f
3999,k,y,d,e,t,n
4000,h,v,d,p,f,f
4001,k,v,d,e,t,n
4002,h,y,p,p,f,f
4003,k,v,d,e,t,n
4004,k,y,d,e,t,n
4005,h,y,p,p,f,f
4006,h,y,d,p,f,f
4007,n,v,d,e,t,n
4008,h,v,p,p,f,f
4009,k,y,d,e,t,n
4010,k,y,d,e,t,n
4011,n,v,d,e,t,n
4012,h,y,p,p,f,f
4013,k,v,d,e,t,n
4014,h,v,d,p,f,f
4015,h,v,p,p,f,f
4016,h,v,d,p,f,f
4017,h,v,p,p,f,f
4018,h,v,d,p,f,f
4019,n,v,d,e,t,n
4020,n,v,d,e,t,n
4021,h,v,g,p,f,f
4022,h,y,d,p,f,f
4023,h,y,p,p,f,f
4024,w,v,p,p,f,y
4025,h,y,p,p,f,f
4026,h,v,g,p,f,f
4027,n,v,d,p,f,c
4028,h,v,g,p,f,f
4029,h,s,g,p,t,f
4030,h,v,d,p,f,f
4031,h,y,d,p,f,f
4032,k,s,d,p,f,c
4033,h,v,d,p,f,f
4034,k,v,d,e,t,n
4035,h,y,g,p,f,f
4036,h,v,d,p,f,f
4037,h,v,p,p,f,f
4038,h,v,g,p,f,f
4039,h,y,d,p,f,f
4040,k,v,d,e,t,n
4041,h,y,d,p,f,f
4042,n,y,d,e,t,n
4043,h,v,d,p,f,f
4044,h,y,p,p,f,f
4045,h,v,d,p,f,f
4046,k,v,d,p,f,c
4047,h,y,d,p,f,f
4048,k,v,d,e,t,n
4049,k,s,d,p,f,c
4050,h,v,d,p,f,f
4051,h,y,d,p,f,f
4052,n,v,d,p,f,c
4053,h,y,d,p,f,f
4054,h,v,p,p,f,f
4055,k,v,d,e,t,n
4056,h,v,p,p,f,f
4057,h,v,p,p,f,f
4058,n,s,d,p,f,c
4059,k,v,d,p,f,c
4060,n,v,d,e,t,n
4061,h,v,g,p,f,f
4062,n,y,d,e,t,n
4063,k,y,d,e,t,n
4064,h,y,d,p,f,f
4065,h,y,g,p,f,f
4066,h,v,d,p,f,f
4067,h,y,d,p,f,f
4068,h,y,p,p,f,f
4069,n,y,d,e,t,n
4070,h,v,p,p,f,f
4071,h,v,p,p,f,f
4072,h,v,p,p,f,f
4073,h,y,p,p,f,f
4074,n,v,d,e,t,n
4075,n,v,d,e,t,n
4076,h,y,g,p,f,f
4077,h,y,d,e,f,n
4078,n,y,d,e,t,n
4079,h,v,g,p,f,f
4080,h,v,g,p,f,f
4081,h,y,d,p,f,f
4082,h,y,p,p,f,f
4083,h,v,p,p,f,f
4084,h,y,d,p,f,f
4085,h,v,p,p,f,f
4086,h,v,p,p,f,f
4087,h,y,p,p,f,f
4088,n,v,d,e,t,n
4089,h,y,d,p,f,f
4090,n,v,d,e,t,n
4091,h,v,d,p,f,f
4092,h,v,d,p,f,f
4093,n,y,d,e,t,n
4094,k,y,d,e,t,n
4095,h,v,g,p,f,f
4096,k,v,d,e,t,n
4097,n,y,d,e,t,n
4098,h,v,p,p,f,f
4099,k,v,d,p,f,c
4100,h,y,d,p,f,f
4101,w,v,d,p,f,y
4102,h,v,p,p,f,f
4103,h,y,d,p,f,f
4104,n,y,d,e,t,n
4105,w,v,l,p,f,f
4106,n,v,d,e,t,n
4107,r,v,m,p,t,n
4108,k,y,d,e,t,n
4109,h,v,g,p,f,f
4110,k,y,d,e,t,n
4111,h,y,p,p,f,f
4112,h,y,g,p,f,f
4113,h,v,g,p,f,f
4114,n,v,d,e,t,n
4115,h,y,p,p,f,f
4116,h,v,g,p,f,f
4117,h,v,d,p,f,f
4118,h,y,p,p,f,f
4119,h,v,g,p,f,f
4120,h,v,g,p,f,f
4121,h,v,p,p,f,f
4122,k,v,d,e,t,n
4123,h,v,d,p,f,f
4124,h,v,g,p,f,f
4125,k,v,d,e,t,n
4126,h,v,p,p,f,f
4127,h,v,p,p,f,f
4128,k,y,d,e,t,n
4129,h,y,p,p,f,f
4130,k,y,d,e,t,n
4131,h,v,g,p,f,f
4132,h,v,d,p,f,f
4133,h,v,d,p,f,f
4134,k,s,d,p,f,c
4135,k,v,d,e,t,n
4136,h,y,g,p,f,f
4137,h,y,d,p,f,f
4138,h,v,p,p,f,f
4139,k,v,d,e,t,n
4140,h,y,d,p,f,f
4141,h,y,d,p,f,f
4142,n,v,d,e,t,n
4143,k,v,d,e,t,n
4144,h,v,u,p,t,f
4145,h,y,p,p,f,f
4146,h,v,p,p,f,f
4147,h,v,p,p,f,f
4148,h,v,d,p,f,f
4149,h,v,d,p,f,f
4150,h,v,p,p,f,f
4151,n,y,d,e,t,n
4152,h,v,g,p,f,f
4153,h,v,g,p,f,f
4154,h,y,p,p,f,f
4155,n,v,d,e,t,n
4156,n,v,d,e,t,n
4157,n,y,d,e,t,n
4158,h,v,g,p,f,f
4159,h,y,p,p,f,f
4160,k,y,d,e,t,n
4161,h,y,g,p,f,f
4162,n,v,d,e,t,n
4163,h,v,p,p,f,f
4164,h,v,d,p,f,f
4165,h,v,d,p,f,f
4166,w,v,l,e,f,n
4167,h,v,d,p,f,f
4168,h,y,g,p,f,f
4169,h,v,g,p,f,f
4170,h,y,g,p,f,f
4171,h,s,u,p,t,f
4172,h,v,d,p,f,f
4173,h,v,g,p,f,f
4174,h,y,p,p,f,f
4175,h,v,p,p,f,f
4176,h,y,d,p,f,f
4177,k,y,d,e,t,n
4178,h,y,p,p,f,f
4179,h,y,p,p,f,f
4180,k,y,d,e,t,n
4181,h,v,p,p,f,f
4182,h,y,d,p,f,f
4183,h,y,d,p,f,f
4184,k,y,d,e,t,n
4185,h,v,g,p,f,f
4186,h,y,p,p,f,f
4187,n,y,d,e,t,n
4188,n,v,d,e,t,n
4189,h,v,d,p,f,f
4190,h,v,p,p,f,f
4191,h,v,d,p,f,f
4192,h,v,p,p,f,f
4193,h,y,p,p,f,f
4194,h,y,g,p,f,f
4195,h,s,u,p,t,f
4196,n,y,d,e,t,n
4197,w,v,d,p,f,y
4198,n,v,d,e,t,n
4199,k,v,d,p,f,c
4200,n,v,d,p,f,c
4201,w,v,l,p,f,y
4202,h,y,p,p,f,f
4203,h,v,g,p,f,f
4204,h,s,u,p,t,f
4205,h,y,p,p,f,f
4206,h,y,d,p,f,f
4207,h,y,p,p,f,f
4208,h,y,d,p,f,f
4209,h,y,d,p,f,f
4210,h,y,g,p,f,f
4211,h,y,g,p,f,f
4212,h,y,g,p,f,f
4213,h,v,g,p,f,f
4214,h,v,g,p,f,f
4215,h,y,g,p,f,f
4216,h,v,g,p,f,f
4217,h,v,u,p,t,f
4218,h,y,g,p,f,f
4219,h,y,g,p,f,f
4220,h,y,d,p,f,f
4221,h,y,d,p,f,f
4222,h,v,d,p,f,f
4223,h,v,p,p,f,f
4224,h,y,p,p,f,f
4225,n,v,d,e,t,n
4226,h,v,d,p,f,f
4227,h,y,d,p,f,f
4228,h,v,p,p,f,f
4229,h,v,g,p,f,f
4230,h,v,p,p,f,f
4231,h,y,d,p,f,f
4232,h,y,p,p,f,f
4233,h,s,u,p,t,f
4234,h,v,g,p,f,f
4235,h,v,d,p,f,f
4236,h,y,p,p,f,f
4237,h,y,d,p,f,f
4238,h,v,d,p,f,f
4239,h,v,p,p,f,f
4240,h,y,g,p,f,f
4241,h,y,p,p,f,f
4242,h,v,g,p,f,f
4243,h,y,d,p,f,f
4244,h,v,d,p,f,f
4245,h,v,d,p,f,f
4246,h,s,g,p,t,f
4247,h,y,g,p,f,f
4248,h,s,g,p,t,f
4249,h,v,d,p,f,f
4250,h,v,d,p,f,f
4251,h,y,g,p,f,f
4252,h,y,g,p,f,f
4253,h,v,g,p,f,f
4254,n,y,d,e,t,n
4255,h,y,p,p,f,f
4256,h,y,p,p,f,f
4257,h,v,g,p,f,f
4258,h,v,p,p,f,f
4259,h,y,d,p,f,f
4260,h,v,p,p,f,f
4261,h,y,g,p,f,f
4262,h,y,p,p,f,f
4263,k,s,d,p,f,c
4264,h,y,d,p,f,f
4265,h,y,g,p,f,f
4266,h,y,g,p,f,f
4267,h,v,g,p,f,f
4268,h,v,g,p,f,f
4269,h,v,d,p,f,f
4270,h,y,g,p,f,f
4271,h,v,p,p,f,f
4272,h,y,d,p,f,f
4273,h,v,d,p,f,f
4274,h,y,p,p,f,f
4275,h,v,d,p,f,f
4276,h,y,p,p,f,f
4277,w,v,l,e,f,n
4278,h,y,p,p,f,f
4279,h,y,g,p,f,f
4280,h,y,g,p,f,f
4281,h,v,d,p,f,f
4282,h,y,p,p,f,f
4283,h,v,g,p,f,f
4284,w,c,w,e,t,n
4285,h,v,p,p,f,f
4286,h,y,d,p,f,f
4287,h,y,d,p,f,f
4288,h,y,p,p,f,f
4289,h,v,d,p,f,f
4290,h,y,g,p,f,f
4291,h,v,g,p,f,f
4292,w,c,w,e,t,n
4293,h,v,d,p,f,f
4294,h,v,p,p,f,f
4295,h,y,p,p,f,f
4296,h,v,g,p,f,f
4297,h,y,p,p,f,f
4298,h,y,p,p,f,f
4299,h,y,g,p,f,f
4300,h,y,g,p,f,f
4301,h,y,d,p,f,f
4302,h,v,d,p,f,f
4303,h,v,g,p,f,f
4304,h,y,d,p,f,f
4305,h,y,g,p,f,f
4306,n,y,d,e,t,n
4307,h,y,d,p,f,f
4308,h,v,d,p,f,f
4309,h,v,g,p,f,f
4310,h,v,g,p,f,f
4311,h,y,g,p,f,f
4312,h,y,p,p,f,f
4313,h,y,d,p,f,f
4314,h,v,g,p,f,f
4315,h,y,p,p,f,f
4316,h,v,g,p,f,f
4317,h,v,d,p,f,f
4318,h,v,g,p,f,f
4319,h,y,d,p,f,f
4320,h,y,g,p,f,f
4321,h,v,g,p,f,f
4322,h,y,g,p,f,f
4323,h,y,p,p,f,f
4324,h,y,g,p,f,f
4325,h,y,g,p,f,f
4326,h,v,p,p,f,f
4327,h,v,d,e,f,n
4328,h,y,g,p,f,f
4329,h,y,d,p,f,f
4330,w,v,p,p,f,s
4331,h,v,d,p,f,f
4332,w,v,d,p,f,n
4333,h,y,d,p,f,f
4334,h,v,d,p,f,f
4335,h,y,g,p,f,f
4336,h,y,g,p,f,f
4337,h,v,d,p,f,f
4338,h,v,d,p,f,f
4339,h,v,d,p,f,f
4340,h,y,g,p,f,f
4341,h,y,g,p,f,f
4342,k,y,d,e,t,n
4343,h,y,p,p,f,f
4344,h,v,g,p,f,f
4345,h,v,g,p,f,f
4346,h,v,p,p,f,f
4347,h,y,g,p,f,f
4348,h,v,g,p,f,f
4349,h,y,g,p,f,f
4350,h,s,u,p,t,f
4351,h,v,g,p,f,f
4352,h,v,p,p,f,f
4353,h,v,p,p,f,f
4354,h,y,d,p,f,f
4355,h,v,d,p,f,f
4356,h,y,g,p,f,f
4357,h,v,g,p,f,f
4358,w,c,w,e,t,n
4359,h,v,d,p,f,f
4360,h,y,d,p,f,f
4361,h,y,d,p,f,f
4362,h,y,p,p,f,f
4363,h,v,d,p,f,f
4364,h,y,g,p,f,f
4365,w,c,l,p,t,n
4366,h,v,u,p,t,f
4367,h,y,p,p,f,f
4368,h,y,d,p,f,f
4369,h,v,p,p,f,f
4370,h,v,p,p,f,f
4371,h,y,d,p,f,f
4372,h,v,d,p,f,f
4373,h,v,g,p,f,f
4374,h,y,g,p,f,f
4375,h,s,u,p,t,f
4376,n,v,d,e,t,n
4377,w,v,d,p,f,y
4378,h,y,d,p,f,f
4379,h,y,g,p,f,f
4380,k,v,d,e,t,n
4381,w,c,w,e,t,n
4382,h,y,g,p,f,f
4383,h,y,d,p,f,f
4384,h,v,p,p,f,f
4385,h,y,g,p,f,f
4386,h,y,g,p,f,f
4387,h,y,g,p,f,f
4388,h,y,g,p,f,f
4389,h,v,g,p,f,f
4390,h,v,g,p,f,f
4391,h,y,g,p,f,f
4392,h,y,p,p,f,f
4393,h,y,g,p,f,f
4394,h,y,d,p,f,f
4395,h,v,d,p,f,f
4396,h,y,p,p,f,f
4397,h,y,d,e,f,n
4398,h,v,g,p,f,f
4399,h,v,g,p,f,f
4400,h,y,g,p,f,f
4401,h,v,g,p,f,f
4402,h,v,g,p,f,f
4403,h,v,g,p,f,f
4404,h,y,d,p,f,f
4405,h,v,g,p,f,f
4406,h,y,d,p,f,f
4407,h,v,p,p,f,f
4408,h,v,p,p,f,f
4409,h,y,g,p,f,f
4410,h,y,d,p,f,f
4411,n,y,d,e,t,n
4412,h,v,u,p,t,f
4413,h,v,d,p,f,f
4414,h,v,p,p,f,f
4415,h,y,g,p,f,f
4416,h,y,p,p,f,f
4417,h,v,d,p,f,f
4418,k,v,d,e,t,n
4419,h,y,g,p,f,f
4420,w,c,w,e,t,n
4421,h,y,g,p,f,f
4422,h,y,d,p,f,f
4423,h,y,g,p,f,f
4424,h,v,p,p,f,f
4425,k,y,d,e,t,n
4426,h,v,d,p,f,f
4427,h,v,g,p,f,f
4428,h,v,d,p,f,f
4429,h,v,g,p,f,f
4430,w,v,d,p,f,y
4431,h,v,p,p,f,f
4432,h,v,g,p,f,f
4433,h,v,p,p,f,f
4434,h,v,d,p,f,f
4435,h,v,p,p,f,f
4436,h,v,g,p,f,f
4437,h,v,d,p,f,f
4438,h,v,g,p,f,f
4439,k,v,d,p,f,c
4440,h,y,g,p,f,f
4441,h,s,u,p,t,f
4442,h,v,g,p,f,f
4443,h,y,p,p,f,f
4444,h,y,d,p,f,f
4445,k,y,d,e,t,n
4446,h,y,d,p,f,f
4447,h,v,g,p,f,f
4448,h,y,p,p,f,f
4449,h,y,g,p,f,f
4450,h,y,d,p,f,f
4451,h,y,p,p,f,f
4452,n,v,d,e,t,n
4453,h,y,g,p,f,f
4454,h,v,g,p,f,f
4455,h,v,p,p,f,f
4456,h,y,g,p,f,f
4457,h,y,p,p,f,f
4458,h,y,g,p,f,f
4459,h,y,g,p,f,f
4460,w,c,w,e,t,n
4461,h,y,p,p,f,f
4462,w,v,d,p,f,s
4463,h,y,p,p,f,f
4464,h,y,p,p,f,f
4465,h,v,g,p,f,f
4466,h,v,d,p,f,f
4467,h,y,g,p,f,f
4468,h,y,g,p,f,f
4469,h,y,d,p,f,f
4470,h,v,u,p,t,f
4471,h,v,g,p,f,f
4472,h,y,p,p,f,f
4473,h,y,g,p,f,f
4474,h,v,p,p,f,f
4475,h,v,g,p,f,f
4476,h,y,g,p,f,f
4477,h,v,p,p,f,f
4478,h,y,p,p,f,f
4479,h,y,p,p,f,f
4480,h,v,p,p,f,f
4481,k,y,d,e,t,n
4482,h,v,d,p,f,f
4483,h,v,p,p,f,f
4484,h,v,g,p,f,f
4485,h,v,g,p,f,f
4486,h,y,d,p,f,f
4487,h,v,p,p,f,f
4488,h,v,d,p,f,f
4489,h,v,d,p,f,f
4490,h,y,d,p,f,f
4491,h,y,d,p,f,f
4492,w,v,l,e,f,n
4493,h,v,g,p,f,f
4494,h,y,p,p,f,f
4495,w,v,d,p,f,n
4496,h,y,p,p,f,f
4497,h,v,g,p,t,f
4498,w,c,w,e,t,n
4499,w,v,p,p,f,y
4500,k,v,d,p,f,c
4501,h,y,d,p,f,f
4502,h,v,g,p,f,f
4503,h,y,d,p,f,f
4504,h,v,g,p,f,f
4505,h,v,g,p,f,f
4506,h,y,d,p,f,f
4507,h,y,d,p,f,f
4508,h,y,g,p,f,f
4509,h,y,g,p,f,f
4510,h,v,d,p,f,f
4511,h,v,p,p,f,f
4512,h,y,p,p,f,f
4513,h,y,p,p,f,f
4514,h,y,d,p,f,f
4515,h,v,p,p,f,f
4516,h,v,d,p,f,f
4517,h,v,g,p,f,f
4518,h,v,g,p,f,f
4519,h,v,d,p,f,f
4520,w,c,w,e,t,n
4521,h,v,d,p,f,f
4522,h,v,d,p,f,f
4523,w,v,l,p,f,s
4524,h,y,d,p,f,f
4525,h,v,p,p,f,f
4526,h,y,d,p,f,f
4527,h,y,g,p,f,f
4528,h,v,d,p,f,f
4529,h,v,g,p,f,f
4530,h,y,p,p,f,f
4531,h,v,p,p,f,f
4532,h,y,g,p,f,f
4533,h,y,g,p,f,f
4534,h,v,d,e,f,n
4535,w,c,w,e,t,n
4536,h,y,d,p,f,f
4537,h,y,p,p,f,f
4538,h,v,g,p,f,f
4539,h,y,d,p,f,f
4540,h,v,g,p,f,f
4541,h,y,g,p,f,f
4542,h,v,g,p,f,f
4543,h,y,g,p,f,f
4544,h,v,d,p,f,f
4545,h,v,d,p,f,f
4546,h,v,g,p,f,f
4547,h,y,g,p,f,f
4548,h,v,g,p,f,f
4549,h,v,g,p,t,f
4550,r,v,m,p,t,n
4551,h,y,p,p,f,f
4552,h,v,p,p,f,f
4553,h,v,g,p,f,f
4554,h,v,d,p,f,f
4555,h,v,p,p,f,f
4556,h,y,d,p,f,f
4557,n,v,d,e,t,n
4558,h,v,d,e,f,n
4559,h,y,d,p,f,f
4560,h,v,g,p,f,f
4561,h,v,d,p,f,f
4562,h,v,d,p,f,f
4563,h,y,p,p,f,f
4564,h,v,d,p,f,f
4565,h,y,p,p,f,f
4566,h,v,g,p,f,f
4567,h,y,p,p,f,f
4568,h,y,g,p,f,f
4569,h,v,p,p,f,f
4570,h,y,p,p,f,f
4571,n,v,d,e,t,n
4572,h,y,d,p,f,f
4573,h,v,d,p,f,f
4574,h,y,p,p,f,f
4575,h,v,p,p,f,f
4576,h,y,p,p,f,f
4577,h,y,d,p,f,f
4578,h,v,g,p,f,f
4579,h,y,d,p,f,f
4580,h,v,d,p,f,f
4581,h,y,d,p,f,f
4582,h,v,p,p,f,f
4583,h,y,p,p,f,f
4584,n,v,d,p,f,c
4585,h,y,d,p,f,f
4586,h,v,p,p,f,f
4587,h,v,d,p,f,f
4588,h,v,g,p,f,f
4589,h,v,d,p,f,f
4590,h,v,d,p,f,f
4591,h,y,p,p,f,f
4592,h,v,g,p,f,f
4593,h,v,g,p,f,f
4594,h,y,p,p,f,f
4595,h,v,d,p,f,f
4596,h,v,g,p,f,f
4597,h,y,p,p,f,f
4598,h,y,d,p,f,f
4599,h,v,g,p,f,f
4600,h,y,d,p,f,f
4601,h,y,d,p,f,f
4602,h,v,g,p,f,f
4603,h,v,d,p,f,f
4604,h,y,g,p,f,f
4605,h,v,d,p,f,f
4606,h,y,d,p,f,f
4607,h,v,d,p,f,f
4608,h,y,d,p,f,f
4609,h,v,d,p,f,f
4610,h,v,g,p,f,f
4611,w,v,d,p,f,y
4612,w,c,w,e,t,n
4613,h,v,g,p,f,f
4614,h,y,d,p,f,f
4615,h,y,d,p,f,f
4616,h,y,d,p,f,f
4617,h,v,p,p,f,f
4618,h,y,d,p,f,f
4619,h,v,p,p,f,f
4620,h,v,p,p,f,f
4621,h,y,g,p,f,f
4622,h,y,d,p,f,f
4623,h,v,p,p,f,f
4624,h,y,g,p,f,f
4625,h,y,g,p,f,f
4626,h,v,d,p,f,f
4627,h,v,d,p,f,f
4628,h,v,p,p,f,f
4629,k,s,d,p,f,c
4630,h,v,g,p,t,f
4631,k,v,d,e,t,n
4632,h,v,p,p,f,f
4633,h,y,d,p,f,f
4634,h,v,g,p,f,f
4635,k,v,d,e,t,n
4636,h,y,d,p,f,f
4637,h,v,p,p,f,f
4638,h,y,p,p,f,f
4639,h,v,p,p,f,f
4640,h,y,d,p,f,f
4641,h,v,g,p,f,f
4642,h,s,u,p,t,f
4643,h,v,d,p,f,f
4644,h,v,g,p,f,f
4645,h,y,p,p,f,f
4646,h,v,p,p,f,f
4647,h,v,d,p,f,f
4648,h,v,d,e,f,n
4649,h,y,d,p,f,f
4650,h,v,g,p,f,f
4651,h,y,g,p,f,f
4652,h,y,g,p,f,f
4653,n,y,d,e,t,n
4654,h,v,p,p,f,f
4655,h,y,d,p,f,f
4656,h,y,p,p,f,f
4657,h,y,g,p,f,f
4658,h,v,d,p,f,f
4659,h,v,p,p,f,f
4660,h,v,p,p,f,f
4661,h,v,g,p,f,f
4662,h,s,u,p,t,f
4663,w,c,w,e,t,n
4664,h,y,d,e,f,n
4665,h,v,g,p,f,f
4666,h,y,d,p,f,f
4667,h,y,p,p,f,f
4668,h,y,d,p,f,f
4669,h,y,p,p,f,f
4670,h,y,g,p,f,f
4671,h,y,g,p,f,f
4672,h,y,p,p,f,f
4673,h,y,p,p,f,f
4674,w,c,w,e,t,n
4675,h,y,p,p,f,f
4676,h,y,p,p,f,f
4677,h,y,p,p,f,f
4678,h,v,g,p,f,f
4679,h,y,d,p,f,f
4680,h,y,d,p,f,f
4681,h,y,p,p,f,f
4682,h,y,g,p,f,f
4683,h,y,d,p,f,f
4684,h,y,p,p,f,f
4685,h,y,d,p,f,f
4686,h,y,p,p,f,f
4687,h,v,p,p,f,f
4688,h,v,d,p,f,f
4689,h,y,g,p,f,f
4690,h,v,d,p,f,f
4691,h,y,g,p,f,f
4692,h,v,d,p,f,f
4693,h,y,p,p,f,f
4694,h,y,g,p,f,f
4695,h,v,p,p,f,f
4696,h,v,p,p,f,f
4697,n,y,d,e,t,n
4698,h,y,d,p,f,f
4699,h,y,p,p,f,f
4700,h,s,g,p,t,f
4701,h,v,p,p,f,f
4702,h,v,p,p,f,f
4703,k,s,d,p,f,c
4704,h,y,d,p,f,f
4705,h,s,u,p,t,f
4706,h,y,g,p,f,f
4707,h,y,d,p,f,f
4708,h,y,g,p,f,f
4709,r,v,g,p,t,n
4710,h,v,u,p,t,f
4711,h,v,g,p,f,f
4712,h,y,g,p,f,f
4713,h,v,g,p,f,f
4714,h,y,p,p,f,f
4715,h,v,p,p,f,f
4716,h,y,p,p,f,f
4717,h,v,p,p,f,f
4718,h,v,d,e,f,n
4719,h,y,g,p,f,f
