"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
180,"brown","numerous","grasses","edible","TRUE","anise","bell","smooth","yellow","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
181,"brown","several","urban","poisonous","TRUE","pungent","convex","scaly","white","free","close","narrow","pink","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
182,"brown","solitary","urban","edible","FALSE","none","sunken","fibrous","brown","free","close","narrow","gray","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
183,"black","several","urban","edible","FALSE","none","flat","fibrous","brown","free","close","narrow","gray","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
184,"brown","scattered","meadows","edible","TRUE","almond","convex","smooth","yellow","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
185,"black","scattered","paths","edible","TRUE","almond","flat","scaly","brown","free","close","broad","pink","1","pendant","rooted","smooth","scaly","white","white","enlarging","partial","white"
186,"black","scattered","grasses","poisonous","TRUE","pungent","convex","scaly","white","free","close","narrow","black","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
187,"brown","scattered","meadows","edible","TRUE","anise","bell","smooth","white","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
188,"black","several","urban","edible","FALSE","none","flat","fibrous","gray","free","close","narrow","pink","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
189,"brown","numerous","grasses","edible","TRUE","anise","bell","scaly","yellow","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
190,"brown","solitary","paths","edible","TRUE","almond","convex","scaly","brown","free","close","broad","white","1","pendant","rooted","smooth","scaly","white","white","enlarging","partial","white"
191,"black","scattered","grasses","edible","FALSE","none","convex","fibrous","white","free","crowded","broad","pink","1","evanescent","equal","smooth","fibrous","white","white","tapering","partial","white"
192,"brown","several","woods","edible","TRUE","anise","convex","smooth","white","free","crowded","narrow","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
193,"brown","scattered","meadows","edible","TRUE","anise","bell","smooth","white","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
194,"brown","several","woods","edible","TRUE","almond","flat","smooth","yellow","free","crowded","narrow","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
195,"brown","numerous","meadows","edible","TRUE","almond","convex","smooth","yellow","free","close","broad","black","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
196,"brown","solitary","urban","edible","FALSE","none","flat","fibrous","gray","free","close","narrow","gray","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
197,"black","scattered","grasses","edible","TRUE","almond","bell","smooth","yellow","free","close","broad","brown","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
198,"brown","numerous","meadows","edible","TRUE","anise","convex","smooth","white","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
199,"brown","scattered","meadows","edible","TRUE","anise","convex","scaly","white","free","close","broad","brown","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
200,"brown","several","woods","edible","TRUE","almond","flat","smooth","white","free","crowded","narrow","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
201,"brown","scattered","grasses","edible","TRUE","anise","convex","scaly","yellow","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
202,"black","scattered","grasses","edible","TRUE","anise","bell","smooth","white","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
203,"black","numerous","grasses","edible","TRUE","almond","convex","smooth","white","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
204,"black","scattered","grasses","edible","FALSE","none","convex","fibrous","white","free","crowded","broad","chocolate","1","evanescent","equal","fibrous","smooth","white","white","tapering","partial","white"
205,"black","solitary","paths","edible","TRUE","anise","flat","scaly","brown","free","close","broad","brown","1","pendant","rooted","smooth","scaly","white","white","enlarging","partial","white"
206,"brown","several","urban","poisonous","TRUE","pungent","convex","smooth","white","free","close","narrow","black","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
207,"brown","numerous","grasses","edible","TRUE","almond","bell","smooth","white","free","close","broad","brown","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
208,"black","scattered","meadows","edible","TRUE","almond","bell","smooth","white","free","close","broad","black","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
209,"brown","numerous","grasses","edible","TRUE","anise","bell","scaly","white","free","close","broad","brown","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
210,"black","numerous","grasses","edible","TRUE","almond","bell","scaly","white","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
211,"black","scattered","grasses","edible","TRUE","almond","convex","smooth","yellow","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
212,"black","numerous","meadows","edible","TRUE","anise","bell","smooth","white","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
213,"brown","several","woods","edible","TRUE","almond","convex","fibrous","yellow","free","crowded","narrow","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
214,"brown","solitary","urban","edible","FALSE","none","convex","fibrous","gray","free","close","narrow","brown","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
215,"brown","scattered","grasses","edible","TRUE","almond","flat","scaly","yellow","free","close","broad","brown","1","pendant","rooted","smooth","scaly","white","white","enlarging","partial","white"
216,"black","numerous","meadows","edible","TRUE","anise","bell","smooth","white","free","close","broad","brown","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
217,"black","scattered","grasses","edible","TRUE","almond","convex","smooth","yellow","free","close","broad","gray","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
218,"black","scattered","grasses","edible","TRUE","almond","convex","scaly","yellow","free","close","broad","black","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
219,"brown","scattered","grasses","edible","TRUE","anise","convex","scaly","white","free","close","broad","white","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
220,"brown","several","urban","edible","FALSE","none","sunken","fibrous","gray","free","close","narrow","pink","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
221,"brown","numerous","meadows","edible","TRUE","almond","convex","smooth","white","free","close","broad","brown","1","pendant","club","smooth","smooth","white","white","enlarging","partial","white"
222,"black","scattered","grasses","poisonous","TRUE","pungent","convex","smooth","white","free","close","narrow","black","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
223,"brown","scattered","grasses","edible","TRUE","almond","convex","scaly","yellow","free","close","broad","brown","1","pendant","rooted","smooth","scaly","white","white","enlarging","partial","white"
224,"brown","several","woods","edible","TRUE","almond","flat","fibrous","white","free","crowded","narrow","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
