ID, stalk root, stalk surface above ring, stalk surface below ring, stalk color above ring, stalk color below ring, stalk shape
3784,b,k,k,p,b,e
3785,b,s,s,p,p,t
3786,b,s,s,g,g,t
3787,b,s,s,p,w,t
3788,b,k,k,p,b,e
3789,b,s,s,g,w,t
3790,b,s,s,g,g,t
3791,b,k,k,b,n,e
3792,b,s,s,g,w,t
3793,b,s,s,w,w,e
3794,b,s,s,p,w,t
3795,b,s,s,w,w,e
3796,b,s,s,w,p,t
3797,b,s,s,w,w,e
3798,b,s,s,p,p,t
3799,b,s,s,w,g,t
3800,b,s,s,p,w,t
3801,b,s,s,g,w,t
3802,b,s,s,w,w,e
3803,b,s,s,p,w,t
3804,b,s,s,g,g,t
3805,b,s,s,w,w,e
3806,b,s,s,p,p,t
3807,b,s,s,w,w,e
3808,b,s,s,p,g,t
3809,b,k,k,b,p,e
3810,b,s,s,g,p,t
3811,b,k,k,n,p,e
3812,b,s,s,p,p,t
3813,b,s,s,p,p,t
3814,b,s,s,p,p,t
3815,b,s,s,w,w,e
3816,b,k,k,n,p,e
3817,b,s,s,g,p,t
3818,b,s,s,w,w,t
3819,b,s,s,w,w,t
3820,b,s,s,g,w,t
3821,b,s,s,w,w,t
3822,b,s,s,w,p,t
3823,b,k,k,n,p,e
3824,b,s,s,g,p,t
3825,b,s,s,w,p,t
3826,b,s,s,p,w,t
3827,b,s,s,w,w,e
3828,b,s,s,g,p,t
3829,b,s,s,w,w,t
3830,b,k,k,n,b,e
3831,b,s,s,p,w,t
3832,b,s,s,w,w,e
3833,b,s,s,p,p,t
3834,b,s,s,w,w,e
3835,b,k,k,p,p,e
3836,b,k,k,b,p,e
3837,b,s,s,g,g,t
3838,b,s,s,w,g,t
3839,b,s,s,p,w,t
3840,b,s,s,w,g,t
3841,b,k,k,b,n,e
3842,b,s,s,p,w,t
3843,b,s,s,g,p,t
3844,b,k,k,n,n,e
3845,b,s,s,w,g,t
3846,b,s,s,w,w,e
3847,b,s,s,g,w,t
3848,b,s,s,g,g,t
3849,b,s,s,p,w,t
3850,b,s,s,w,p,t
3851,b,s,s,w,w,t
3852,b,s,s,p,w,t
3853,b,s,s,w,w,e
3854,b,s,s,w,p,t
3855,b,k,k,b,n,e
3856,b,s,s,w,p,t
3857,b,s,s,g,w,t
3858,b,s,s,p,g,t
3859,b,s,s,w,w,e
3860,b,s,s,w,w,e
3861,b,s,s,w,w,t
3862,b,s,s,p,g,t
3863,b,s,s,g,p,t
3864,b,s,s,g,p,t
3865,b,k,k,n,p,e
3866,b,s,s,w,w,e
3867,b,s,s,w,w,t
3868,b,s,s,g,g,t
3869,b,s,s,w,w,e
3870,b,s,s,w,w,e
3871,b,s,s,p,p,t
3872,b,k,k,b,p,e
3873,b,s,s,w,w,e
3874,b,k,k,n,p,e
3875,b,s,s,w,w,e
3876,b,s,s,p,g,t
3877,b,s,s,w,w,e
3878,b,s,s,g,p,t
3879,b,s,s,w,w,e
3880,b,s,s,w,w,e
3881,b,s,s,g,g,t
3882,b,s,s,w,w,e
3883,b,s,s,w,w,e
3884,b,s,s,w,g,t
3885,b,s,s,g,w,t
3886,b,s,s,w,w,e
3887,b,s,s,w,g,t
3888,b,s,s,w,w,e
3889,b,s,s,g,g,t
3890,b,k,k,n,b,e
3891,b,k,k,b,b,e
3892,b,s,s,p,g,t
3893,b,k,k,n,b,e
3894,b,s,s,g,w,t
3895,b,k,k,n,n,e
3896,b,k,k,n,p,e
3897,b,s,s,w,w,t
3898,b,s,s,g,g,t
3899,b,s,s,w,w,e
3900,b,s,s,w,w,t
3901,b,k,k,b,p,e
3902,b,k,k,n,b,e
3903,b,k,k,n,p,e
3904,b,k,k,p,b,e
3905,b,s,s,w,w,e
3906,b,k,k,b,n,e
3907,b,k,k,b,p,e
3908,b,k,k,n,n,e
3909,b,k,k,p,n,e
3910,b,k,k,n,n,e
3911,b,s,s,w,g,t
3912,b,k,k,b,n,e
3913,b,k,k,n,b,e
3914,b,k,k,p,b,e
3915,b,s,s,w,w,t
3916,b,s,s,w,g,t
3917,b,s,s,w,p,t
3918,b,k,k,n,p,e
3919,b,k,k,b,b,e
3920,b,k,k,n,b,e
3921,b,s,s,p,w,t
3922,b,k,k,n,b,e
3923,b,s,s,g,w,t
3924,b,s,s,g,w,t
3925,b,s,s,g,p,t
3926,b,k,k,b,b,e
3927,b,k,k,b,b,e
3928,b,k,k,b,n,e
3929,b,s,s,g,p,t
3930,b,k,k,p,n,e
3931,b,k,k,p,b,e
3932,b,k,k,p,p,e
3933,b,k,k,p,b,e
3934,b,k,k,n,n,e
3935,b,k,k,b,b,e
3936,b,s,s,w,w,e
3937,b,k,k,n,n,e
3938,b,s,s,g,g,t
3939,b,s,s,g,p,t
3940,b,s,s,w,w,e
3941,b,k,k,b,b,e
3942,b,k,k,b,p,e
3943,b,s,s,w,p,t
3944,b,s,s,w,g,t
3945,b,k,k,b,b,e
3946,b,s,s,w,g,t
3947,b,k,k,n,p,e
3948,b,k,k,n,n,e
3949,b,s,s,g,g,t
3950,b,k,k,n,n,e
3951,b,k,k,n,b,e
3952,b,k,k,p,p,e
3953,b,k,k,p,b,e
3954,b,s,s,w,w,e
3955,b,s,s,w,w,e
3956,b,k,k,b,p,e
3957,b,k,k,b,p,e
3958,b,k,k,p,n,e
3959,b,s,s,w,w,t
3960,b,f,s,w,w,t
3961,b,k,k,p,b,e
3962,b,s,s,p,p,t
3963,b,k,k,p,b,e
3964,b,k,k,b,b,e
3965,b,k,k,b,b,e
3966,b,k,k,b,n,e
3967,b,k,k,b,p,e
3968,b,k,k,n,b,e
3969,b,k,k,p,n,e
3970,b,s,s,w,w,e
3971,b,k,k,b,n,e
3972,b,k,k,b,b,e
3973,b,s,s,p,p,t
3974,b,s,s,p,w,t
3975,b,k,k,n,b,e
3976,b,s,s,w,w,e
3977,b,k,k,n,n,e
3978,b,k,k,b,b,e
3979,b,s,s,w,w,e
3980,b,s,s,w,p,t
3981,b,k,k,b,n,e
3982,b,s,s,w,w,e
3983,b,f,s,w,w,t
3984,b,k,k,n,n,e
3985,?,s,s,e,w,e
3986,b,k,k,n,p,e
3987,b,k,k,p,n,e
3988,b,k,k,n,b,e
3989,b,k,k,p,p,e
3990,b,s,s,p,g,t
3991,b,k,k,p,p,e
3992,b,k,k,p,p,e
3993,b,k,k,n,n,e
3994,b,s,s,w,w,e
3995,b,s,s,w,w,e
3996,b,k,k,p,n,e
3997,b,s,s,w,w,t
3998,b,k,k,p,b,e
3999,b,s,s,p,g,t
4000,b,k,k,b,b,e
4001,b,s,s,p,p,t
4002,b,k,k,p,b,e
4003,b,s,s,g,w,t
4004,b,s,s,g,p,t
4005,b,k,k,n,p,e
4006,b,k,k,b,p,e
4007,b,s,s,g,g,t
4008,b,k,k,b,b,e
4009,b,s,s,p,p,t
4010,b,s,s,w,g,t
4011,b,s,s,g,g,t
4012,b,k,k,n,n,e
4013,b,s,s,g,p,t
4014,b,k,k,p,b,e
4015,b,k,k,p,n,e
4016,b,k,k,b,b,e
4017,b,k,k,n,p,e
4018,b,k,k,n,n,e
4019,b,s,s,g,g,t
4020,b,s,s,g,w,t
4021,b,k,k,b,p,e
4022,b,k,k,p,p,e
4023,b,k,k,p,b,e
4024,?,k,s,w,w,t
4025,b,k,k,n,n,e
4026,b,k,k,p,p,e
4027,b,s,s,w,w,e
4028,b,k,k,p,b,e
4029,b,s,f,w,w,t
4030,b,k,k,n,p,e
4031,b,k,k,p,p,e
4032,b,s,s,w,w,e
4033,b,k,k,p,n,e
4034,b,s,s,w,p,t
4035,b,k,k,p,p,e
4036,b,k,k,n,p,e
4037,b,k,k,p,b,e
4038,b,k,k,p,n,e
4039,b,k,k,n,b,e
4040,b,s,s,g,w,t
4041,b,k,k,p,p,e
4042,b,s,s,w,p,t
4043,b,k,k,b,p,e
4044,b,k,k,p,p,e
4045,b,k,k,b,b,e
4046,b,s,s,w,w,e
4047,b,k,k,n,n,e
4048,b,s,s,g,w,t
4049,b,s,s,w,w,e
4050,b,k,k,p,b,e
4051,b,k,k,b,n,e
4052,b,s,s,w,w,e
4053,b,k,k,p,p,e
4054,b,k,k,p,n,e
4055,b,s,s,g,g,t
4056,b,k,k,p,b,e
4057,b,k,k,b,p,e
4058,b,s,s,w,w,e
4059,b,s,s,w,w,e
4060,b,s,s,w,p,t
4061,b,k,k,b,b,e
4062,b,s,s,w,w,t
4063,b,s,s,w,w,t
4064,b,k,k,b,p,e
4065,b,k,k,b,n,e
4066,b,k,k,n,p,e
4067,b,k,k,n,b,e
4068,b,k,k,p,n,e
4069,b,s,s,p,p,t
4070,b,k,k,b,p,e
4071,b,k,k,n,n,e
4072,b,k,k,b,n,e
4073,b,k,k,b,n,e
4074,b,s,s,w,g,t
4075,b,s,s,g,g,t
4076,b,k,k,p,n,e
4077,?,s,f,w,w,e
4078,b,s,s,p,w,t
4079,b,k,k,p,p,e
4080,b,k,k,b,b,e
4081,b,k,k,n,p,e
4082,b,k,k,n,p,e
4083,b,k,k,p,b,e
4084,b,k,k,b,b,e
4085,b,k,k,b,b,e
4086,b,k,k,b,n,e
4087,b,k,k,n,b,e
4088,b,s,s,p,g,t
4089,b,k,k,n,p,e
4090,b,s,s,g,g,t
4091,b,k,k,b,n,e
4092,b,k,k,b,b,e
4093,b,s,s,w,w,t
4094,b,s,s,p,g,t
4095,b,k,k,n,p,e
4096,b,s,s,p,p,t
4097,b,s,s,p,w,t
4098,b,k,k,b,b,e
4099,b,s,s,w,w,e
4100,b,k,k,b,n,e
4101,?,k,s,p,p,t
4102,b,k,k,b,p,e
4103,b,k,k,b,p,e
4104,b,s,s,w,p,t
4105,?,s,s,p,p,t
4106,b,s,s,g,g,t
4107,b,s,s,w,w,e
4108,b,s,s,g,g,t
4109,b,k,k,b,n,e
4110,b,s,s,w,g,t
4111,b,k,k,p,n,e
4112,b,k,k,n,n,e
4113,b,k,k,n,p,e
4114,b,s,s,p,w,t
4115,b,k,k,n,p,e
4116,b,k,k,p,b,e
4117,b,k,k,n,n,e
4118,b,k,k,b,b,e
4119,b,k,k,p,n,e
4120,b,k,k,n,b,e
4121,b,k,k,n,b,e
4122,b,s,s,g,g,t
4123,b,k,k,n,p,e
4124,b,k,k,n,p,e
4125,b,s,s,w,p,t
4126,b,k,k,p,p,e
4127,b,k,k,b,p,e
4128,b,s,s,p,p,t
4129,b,k,k,b,p,e
4130,b,s,s,g,g,t
4131,b,k,k,b,b,e
4132,b,k,k,b,b,e
4133,b,k,k,b,b,e
4134,b,s,s,w,w,e
4135,b,s,s,g,p,t
4136,b,k,k,p,p,e
4137,b,k,k,b,b,e
4138,b,k,k,b,n,e
4139,b,s,s,p,w,t
4140,b,k,k,b,n,e
4141,b,k,k,p,b,e
4142,b,s,s,w,g,t
4143,b,s,s,p,g,t
4144,b,f,f,w,w,t
4145,b,k,k,p,n,e
4146,b,k,k,n,b,e
4147,b,k,k,p,b,e
4148,b,k,k,b,n,e
4149,b,k,k,b,n,e
4150,b,k,k,n,p,e
4151,b,s,s,w,w,t
4152,b,k,k,b,n,e
4153,b,k,k,p,p,e
4154,b,k,k,b,b,e
4155,b,s,s,w,p,t
4156,b,s,s,p,w,t
4157,b,s,s,p,p,t
4158,b,k,k,b,n,e
4159,b,k,k,b,p,e
4160,b,s,s,g,p,t
4161,b,k,k,p,b,e
4162,b,s,s,g,w,t
4163,b,k,k,n,p,e
4164,b,k,k,p,n,e
4165,b,k,k,n,p,e
4166,b,f,f,w,n,e
4167,b,k,k,n,n,e
4168,b,k,k,n,p,e
4169,b,k,k,p,n,e
4170,b,k,k,p,b,e
4171,b,f,s,w,w,t
4172,b,k,k,n,n,e
4173,b,k,k,n,p,e
4174,b,k,k,b,b,e
4175,b,k,k,n,p,e
4176,b,k,k,p,p,e
4177,b,s,s,p,w,t
4178,b,k,k,b,b,e
4179,b,k,k,b,b,e
4180,b,s,s,p,p,t
4181,b,k,k,b,p,e
4182,b,k,k,b,b,e
4183,b,k,k,p,n,e
4184,b,s,s,w,w,t
4185,b,k,k,n,p,e
4186,b,k,k,p,p,e
4187,b,s,s,p,w,t
4188,b,s,s,p,g,t
4189,b,k,k,n,n,e
4190,b,k,k,p,p,e
4191,b,k,k,n,b,e
4192,b,k,k,n,p,e
4193,b,k,k,b,b,e
4194,b,k,k,p,n,e
4195,b,f,f,w,w,t
4196,b,s,s,p,p,t
4197,?,k,k,p,p,t
4198,b,s,s,g,w,t
4199,b,s,s,w,w,e
4200,b,s,s,w,w,e
4201,?,s,k,p,w,t
4202,b,k,k,n,p,e
4203,b,k,k,b,b,e
4204,b,s,f,w,w,t
4205,b,k,k,b,p,e
4206,b,k,k,b,b,e
4207,b,k,k,n,p,e
4208,b,k,k,n,b,e
4209,b,k,k,b,b,e
4210,b,k,k,n,p,e
4211,b,k,k,p,p,e
4212,b,k,k,b,b,e
4213,b,k,k,n,n,e
4214,b,k,k,n,b,e
4215,b,k,k,b,p,e
4216,b,k,k,n,p,e
4217,b,s,s,w,w,t
4218,b,k,k,n,n,e
4219,b,k,k,p,b,e
4220,b,k,k,n,p,e
4221,b,k,k,p,n,e
4222,b,k,k,b,p,e
4223,b,k,k,b,n,e
4224,b,k,k,n,b,e
4225,b,s,s,w,w,t
4226,b,k,k,n,p,e
4227,b,k,k,b,p,e
4228,b,k,k,n,p,e
4229,b,k,k,b,p,e
4230,b,k,k,p,p,e
4231,b,k,k,n,b,e
4232,b,k,k,p,p,e
4233,b,f,f,w,w,t
4234,b,k,k,p,n,e
4235,b,k,k,b,p,e
4236,b,k,k,n,n,e
4237,b,k,k,p,b,e
4238,b,k,k,b,n,e
4239,b,k,k,b,b,e
4240,b,k,k,n,b,e
4241,b,k,k,b,p,e
4242,b,k,k,p,b,e
4243,b,k,k,n,b,e
4244,b,k,k,n,n,e
4245,b,k,k,n,b,e
4246,b,f,s,w,w,t
4247,b,k,k,n,b,e
4248,b,f,s,w,w,t
4249,b,k,k,p,b,e
4250,b,k,k,n,n,e
4251,b,k,k,n,b,e
4252,b,k,k,n,n,e
4253,b,k,k,p,p,e
4254,b,s,s,g,g,t
4255,b,k,k,p,p,e
4256,b,k,k,p,n,e
4257,b,k,k,p,b,e
4258,b,k,k,n,p,e
4259,b,k,k,n,p,e
4260,b,k,k,p,p,e
4261,b,k,k,b,b,e
4262,b,k,k,p,p,e
4263,b,s,s,w,w,e
4264,b,k,k,n,n,e
4265,b,k,k,n,n,e
4266,b,k,k,b,p,e
4267,b,k,k,p,n,e
4268,b,k,k,p,n,e
4269,b,k,k,p,n,e
4270,b,k,k,b,n,e
4271,b,k,k,b,p,e
4272,b,k,k,p,b,e
4273,b,k,k,n,p,e
4274,b,k,k,b,b,e
4275,b,k,k,p,n,e
4276,b,k,k,b,n,e
4277,b,f,f,w,n,e
4278,b,k,k,n,n,e
4279,b,k,k,n,p,e
4280,b,k,k,p,p,e
4281,b,k,k,n,b,e
4282,b,k,k,b,p,e
4283,b,k,k,p,p,e
4284,?,s,s,w,w,e
4285,b,k,k,n,b,e
4286,b,k,k,b,b,e
4287,b,k,k,p,b,e
4288,b,k,k,b,p,e
4289,b,k,k,b,b,e
4290,b,k,k,p,n,e
4291,b,k,k,n,b,e
4292,?,s,s,w,e,e
4293,b,k,k,p,n,e
4294,b,k,k,p,n,e
4295,b,k,k,b,n,e
4296,b,k,k,n,b,e
4297,b,k,k,n,p,e
4298,b,k,k,n,b,e
4299,b,k,k,p,p,e
4300,b,k,k,b,n,e
4301,b,k,k,n,n,e
4302,b,k,k,p,p,e
4303,b,k,k,n,n,e
4304,b,k,k,p,n,e
4305,b,k,k,p,b,e
4306,b,s,s,p,w,t
4307,b,k,k,p,b,e
4308,b,k,k,n,p,e
4309,b,k,k,b,n,e
4310,b,k,k,p,b,e
4311,b,k,k,b,n,e
4312,b,k,k,p,b,e
4313,b,k,k,b,b,e
4314,b,k,k,p,n,e
4315,b,k,k,n,b,e
4316,b,k,k,b,p,e
4317,b,k,k,p,b,e
4318,b,k,k,b,b,e
4319,b,k,k,b,p,e
4320,b,k,k,n,n,e
4321,b,k,k,p,p,e
4322,b,k,k,p,b,e
4323,b,k,k,b,p,e
4324,b,k,k,n,b,e
4325,b,k,k,b,b,e
4326,b,k,k,n,b,e
4327,?,s,f,w,w,e
4328,b,k,k,n,b,e
4329,b,k,k,b,p,e
4330,?,k,s,w,w,t
4331,b,k,k,b,n,e
4332,?,k,y,w,n,e
4333,b,k,k,b,p,e
4334,b,k,k,b,n,e
4335,b,k,k,b,p,e
4336,b,k,k,n,p,e
4337,b,k,k,p,p,e
4338,b,k,k,n,p,e
4339,b,k,k,n,b,e
4340,b,k,k,n,n,e
4341,b,k,k,p,n,e
4342,b,s,s,g,p,t
4343,b,k,k,n,n,e
4344,b,k,k,p,p,e
4345,b,k,k,n,n,e
4346,b,k,k,b,b,e
4347,b,k,k,n,b,e
4348,b,k,k,p,p,e
4349,b,k,k,p,p,e
4350,b,s,s,w,w,t
4351,b,k,k,p,b,e
4352,b,k,k,n,n,e
4353,b,k,k,n,n,e
4354,b,k,k,b,n,e
4355,b,k,k,p,b,e
4356,b,k,k,n,n,e
4357,b,k,k,b,n,e
4358,?,s,s,w,e,e
4359,b,k,k,p,p,e
4360,b,k,k,n,p,e
4361,b,k,k,n,n,e
4362,b,k,k,p,p,e
4363,b,k,k,n,n,e
4364,b,k,k,b,b,e
4365,b,s,s,w,w,e
4366,b,s,s,w,w,t
4367,b,k,k,b,p,e
4368,b,k,k,b,b,e
4369,b,k,k,p,p,e
4370,b,k,k,b,p,e
4371,b,k,k,n,n,e
4372,b,k,k,p,p,e
4373,b,k,k,b,p,e
4374,b,k,k,b,p,e
4375,b,f,f,w,w,t
4376,b,s,s,g,p,t
4377,?,s,k,w,p,t
4378,b,k,k,p,p,e
4379,b,k,k,p,n,e
4380,b,s,s,p,g,t
4381,?,s,s,w,e,e
4382,b,k,k,n,n,e
4383,b,k,k,b,n,e
4384,b,k,k,n,b,e
4385,b,k,k,n,n,e
4386,b,k,k,b,n,e
4387,b,k,k,b,b,e
4388,b,k,k,n,n,e
4389,b,k,k,b,b,e
4390,b,k,k,p,p,e
4391,b,k,k,p,n,e
4392,b,k,k,b,n,e
4393,b,k,k,n,b,e
4394,b,k,k,p,b,e
4395,b,k,k,p,p,e
4396,b,k,k,b,n,e
4397,?,s,f,w,w,e
4398,b,k,k,n,n,e
4399,b,k,k,n,p,e
4400,b,k,k,p,n,e
4401,b,k,k,p,n,e
4402,b,k,k,b,b,e
4403,b,k,k,p,b,e
4404,b,k,k,b,b,e
4405,b,k,k,b,n,e
4406,b,k,k,b,n,e
4407,b,k,k,b,n,e
4408,b,k,k,p,n,e
4409,b,k,k,n,b,e
4410,b,k,k,n,b,e
4411,b,s,s,g,w,t
4412,b,s,f,w,w,t
4413,b,k,k,p,n,e
4414,b,k,k,p,p,e
4415,b,k,k,p,b,e
4416,b,k,k,p,b,e
4417,b,k,k,n,n,e
4418,b,s,s,w,g,t
4419,b,k,k,b,n,e
4420,?,s,s,w,w,e
4421,b,k,k,n,p,e
4422,b,k,k,p,b,e
4423,b,k,k,p,n,e
4424,b,k,k,b,b,e
4425,b,s,s,g,g,t
4426,b,k,k,p,n,e
4427,b,k,k,b,n,e
4428,b,k,k,n,n,e
4429,b,k,k,n,b,e
4430,?,k,s,w,p,t
4431,b,k,k,p,b,e
4432,b,k,k,n,b,e
4433,b,k,k,n,n,e
4434,b,k,k,n,b,e
4435,b,k,k,b,p,e
4436,b,k,k,b,b,e
4437,b,k,k,b,n,e
4438,b,k,k,b,n,e
4439,b,s,s,w,w,e
4440,b,k,k,b,p,e
4441,b,f,f,w,w,t
4442,b,k,k,n,n,e
4443,b,k,k,p,b,e
4444,b,k,k,n,b,e
4445,b,s,s,p,g,t
4446,b,k,k,b,n,e
4447,b,k,k,n,p,e
4448,b,k,k,n,b,e
4449,b,k,k,b,b,e
4450,b,k,k,b,p,e
4451,b,k,k,b,p,e
4452,b,s,s,g,g,t
4453,b,k,k,n,n,e
4454,b,k,k,b,p,e
4455,b,k,k,p,n,e
4456,b,k,k,p,p,e
4457,b,k,k,n,b,e
4458,b,k,k,p,b,e
4459,b,k,k,b,n,e
4460,?,s,s,e,e,e
4461,b,k,k,b,b,e
4462,?,s,k,p,w,t
4463,b,k,k,n,n,e
4464,b,k,k,n,n,e
4465,b,k,k,b,b,e
4466,b,k,k,p,p,e
4467,b,k,k,b,p,e
4468,b,k,k,n,n,e
4469,b,k,k,n,b,e
4470,b,f,f,w,w,t
4471,b,k,k,p,b,e
4472,b,k,k,p,p,e
4473,b,k,k,p,n,e
4474,b,k,k,n,b,e
4475,b,k,k,b,n,e
4476,b,k,k,n,b,e
4477,b,k,k,b,n,e
4478,b,k,k,p,n,e
4479,b,k,k,b,b,e
4480,b,k,k,b,b,e
4481,b,s,s,w,p,t
4482,b,k,k,b,p,e
4483,b,k,k,n,n,e
4484,b,k,k,b,p,e
4485,b,k,k,p,b,e
4486,b,k,k,b,p,e
4487,b,k,k,n,b,e
4488,b,k,k,p,p,e
4489,b,k,k,b,n,e
4490,b,k,k,n,n,e
4491,b,k,k,p,n,e
4492,b,s,f,w,n,e
4493,b,k,k,p,b,e
4494,b,k,k,p,n,e
4495,?,k,y,w,y,e
4496,b,k,k,p,b,e
4497,b,f,s,w,w,t
4498,?,s,s,w,w,e
4499,?,s,k,p,p,t
4500,b,s,s,w,w,e
4501,b,k,k,n,n,e
4502,b,k,k,b,n,e
4503,b,k,k,p,b,e
4504,b,k,k,n,b,e
4505,b,k,k,b,b,e
4506,b,k,k,b,b,e
4507,b,k,k,p,p,e
4508,b,k,k,b,n,e
4509,b,k,k,p,n,e
4510,b,k,k,b,b,e
4511,b,k,k,b,n,e
4512,b,k,k,p,b,e
4513,b,k,k,b,p,e
4514,b,k,k,n,n,e
4515,b,k,k,n,n,e
4516,b,k,k,b,p,e
4517,b,k,k,b,p,e
4518,b,k,k,b,b,e
4519,b,k,k,b,n,e
4520,?,s,s,e,w,e
4521,b,k,k,p,n,e
4522,b,k,k,p,b,e
4523,?,s,s,p,p,t
4524,b,k,k,b,b,e
4525,b,k,k,n,b,e
4526,b,k,k,p,n,e
4527,b,k,k,b,p,e
4528,b,k,k,n,n,e
4529,b,k,k,p,b,e
4530,b,k,k,n,n,e
4531,b,k,k,n,p,e
4532,b,k,k,b,b,e
4533,b,k,k,n,p,e
4534,?,s,f,w,w,e
4535,?,s,s,e,e,e
4536,b,k,k,b,p,e
4537,b,k,k,n,p,e
4538,b,k,k,p,b,e
4539,b,k,k,p,n,e
4540,b,k,k,n,n,e
4541,b,k,k,b,b,e
4542,b,k,k,n,n,e
4543,b,k,k,p,n,e
4544,b,k,k,p,p,e
4545,b,k,k,p,p,e
4546,b,k,k,n,b,e
4547,b,k,k,n,p,e
4548,b,k,k,n,p,e
4549,b,s,f,w,w,t
4550,b,s,s,w,w,e
4551,b,k,k,p,n,e
4552,b,k,k,b,b,e
4553,b,k,k,p,p,e
4554,b,k,k,n,p,e
4555,b,k,k,p,n,e
4556,b,k,k,p,b,e
4557,b,s,s,g,g,t
4558,?,s,f,w,w,e
4559,b,k,k,p,p,e
4560,b,k,k,n,b,e
4561,b,k,k,n,b,e
4562,b,k,k,n,p,e
4563,b,k,k,n,p,e
4564,b,k,k,b,p,e
4565,b,k,k,b,n,e
4566,b,k,k,n,n,e
4567,b,k,k,p,n,e
4568,b,k,k,n,n,e
4569,b,k,k,p,n,e
4570,b,k,k,p,p,e
4571,b,s,s,w,g,t
4572,b,k,k,p,p,e
4573,b,k,k,n,b,e
4574,b,k,k,b,n,e
4575,b,k,k,b,p,e
4576,b,k,k,b,n,e
4577,b,k,k,n,b,e
4578,b,k,k,n,p,e
4579,b,k,k,p,n,e
4580,b,k,k,p,b,e
4581,b,k,k,p,p,e
4582,b,k,k,n,n,e
4583,b,k,k,b,n,e
4584,b,s,s,w,w,e
4585,b,k,k,b,p,e
4586,b,k,k,p,p,e
4587,b,k,k,p,p,e
4588,b,k,k,p,n,e
4589,b,k,k,p,n,e
4590,b,k,k,n,b,e
4591,b,k,k,b,n,e
4592,b,k,k,b,p,e
4593,b,k,k,n,b,e
4594,b,k,k,n,p,e
4595,b,k,k,b,p,e
4596,b,k,k,n,b,e
4597,b,k,k,b,n,e
4598,b,k,k,b,b,e
4599,b,k,k,b,b,e
4600,b,k,k,n,n,e
4601,b,k,k,p,b,e
4602,b,k,k,p,n,e
4603,b,k,k,b,b,e
4604,b,k,k,p,n,e
4605,b,k,k,p,n,e

4606,b,k,k,p,p,e
4607,b,k,k,b,p,e
4608,b,k,k,n,n,e
4609,b,k,k,b,b,e
4610,b,k,k,b,p,e
4611,?,s,s,p,w,t
4612,?,s,s,w,w,e
4613,b,k,k,b,p,e
4614,b,k,k,b,b,e
4615,b,k,k,n,b,e
4616,b,k,k,n,p,e
4617,b,k,k,p,b,e
4618,b,k,k,p,b,e
4619,b,k,k,p,b,e
4620,b,k,k,p,n,e
4621,b,k,k,b,n,e
4622,b,k,k,p,p,e
4623,b,k,k,p,b,e
4624,b,k,k,n,b,e
4625,b,k,k,n,b,e
4626,b,k,k,b,n,e
4627,b,k,k,p,b,e
4628,b,k,k,p,b,e
4629,b,s,s,w,w,e
4630,b,f,f,w,w,t
4631,b,s,s,g,w,t
4632,b,k,k,p,n,e
4633,b,k,k,p,n,e
4634,b,k,k,n,b,e
4635,b,s,s,p,w,t
4636,b,k,k,b,p,e
4637,b,k,k,p,b,e
4638,b,k,k,n,p,e
4639,b,k,k,b,p,e
4640,b,k,k,b,b,e
4641,b,k,k,n,p,e
4642,b,s,f,w,w,t
4643,b,k,k,p,n,e
4644,b,k,k,b,n,e
4645,b,k,k,p,p,e
4646,b,k,k,p,p,e
4647,b,k,k,n,b,e
4648,?,s,f,w,w,e
4649,b,k,k,b,b,e
4650,b,k,k,b,b,e
4651,b,k,k,b,p,e
4652,b,k,k,b,n,e
4653,b,s,s,p,p,t
4654,b,k,k,p,n,e
4655,b,k,k,n,p,e
4656,b,k,k,n,b,e
4657,b,k,k,n,n,e
4658,b,k,k,b,b,e
4659,b,k,k,b,n,e
4660,b,k,k,b,n,e
4661,b,k,k,n,p,e
4662,b,f,f,w,w,t
4663,?,s,s,w,w,e
4664,?,s,f,w,w,e
4665,b,k,k,b,n,e
4666,b,k,k,n,p,e
4667,b,k,k,p,p,e
4668,b,k,k,p,n,e
4669,b,k,k,p,b,e
4670,b,k,k,b,n,e
4671,b,k,k,p,n,e
4672,b,k,k,p,p,e
4673,b,k,k,n,b,e
4674,?,s,s,w,e,e
4675,b,k,k,p,n,e
4676,b,k,k,b,p,e
4677,b,k,k,n,b,e
4678,b,k,k,b,n,e
4679,b,k,k,p,n,e
4680,b,k,k,n,b,e
4681,b,k,k,n,p,e
4682,b,k,k,b,p,e
4683,b,k,k,b,n,e
4684,b,k,k,n,p,e
4685,b,k,k,b,n,e
4686,b,k,k,b,n,e
4687,b,k,k,p,p,e
4688,b,k,k,n,p,e
4689,b,k,k,n,p,e
4690,b,k,k,b,b,e
4691,b,k,k,n,p,e
4692,b,k,k,p,n,e
4693,b,k,k,b,b,e
4694,b,k,k,p,p,e
4695,b,k,k,b,p,e
4696,b,k,k,n,p,e
4697,b,s,s,w,g,t
4698,b,k,k,p,b,e
4699,b,k,k,n,n,e
4700,b,f,f,w,w,t
4701,b,k,k,n,n,e
4702,b,k,k,n,p,e
4703,b,s,s,w,w,e
4704,b,k,k,n,p,e
4705,b,f,s,w,w,t
4706,b,k,k,p,b,e
4707,b,k,k,n,p,e
4708,b,k,k,b,b,e
4709,b,s,s,w,w,e
4710,b,f,f,w,w,t
4711,b,k,k,b,b,e
4712,b,k,k,p,b,e
4713,b,k,k,b,p,e
